,genel_nit_is_tanimi,ilan_baslik,label
27,hizmet sektorunde oncu olan firmamizda gorevlendirilmek uzere hukuk musaviri arayisimiz bulunmaktadir genel teli kler tanimi hukuk fakultesi mezunu ozel sektor sirket avukatligi veya hukuk burosu deneyimi olan kanun mevzuatlara hakim kanunu flas kanunu ticaret kanunu borclar kanunu gumruk kanunu mevzuatlarina hakim konularda basari hikayeleri olan adliye diger resmi kurumlardaki ilgili islemlerin takip edilmesi neticelendirilmesi bilgi tecrubesine sahip yasal mevzuati yargi kararlarini guncel olarak takip eden analitik dusunebilen planli calisma yetenegine sahip yogun calisma temposuna uyum saglayacak sabir duzeyi yuksek yaratici yenilikci yaklasimlara ogrenmeye acik letisimi hizli guclu olan detaylara onem veren cozum sonuc odakli calisabilen office programlarini aktif kullanabilen seyahat engeli bulunmayan erkek adaylar icin askerlikle ilgili sureci tamamlamis olan tanimi sirketi baglayan kanun yonetmelik sair mevzuati incelemek gerekli faaliyetleri baslatmak takip etmek raporlamak sirketimiz veya sirketimiz faaliyeti ilgili olarak musterilerimizin dogmus dogacak dava konusu islemlerde avukatligini ustlenmek surecleri lehte sonuclandiracak sekilde yurutmek sirketimize gelen konusu hukuk ilgili olan yazismalarin karsilanmasi cevaplanmasi takibini yapmak sirketin taraf oldugu veya olacagi sozlesmelerin hazirlanmasi incelenmesi onaylarinin alinmasi ilgili birimlerin sozlesme sureclerinin takibi konusunda bilgilendirmelerini gerceklestirmek danisman hukuk firmalari ortak takibi yapilan diger sirketlerin burolari ortak surecleri yonetmek lehte sonuclar aldirmak uzere gayret gostermek hukuki islemleri surec sonuclarini yonetime duzenli olarak raporlamak,hukuk musaviri,hukuk_avukat
28,turkiye genelinde faaliyet gosteren okullar zinciri icin zmir yerlesik hukuk musaviri arayisimiz bulunmaktadir grup okul sirketlerinin faaliyetlerine yonelik ticari odakli operasyonel destek stratejik rehberlik saglama amaciyla stratejik projeler operasyonel konularda yasal hukuki oneri saglamak dahil olmak uzere yasal mevzuat uyum konularina birincil destek vermek sirketin bagli oldugu yonerge yonetmeliklere duzenlemelere prosedurlere calisma bakanligi tarim orman sleri bakanligi diger kamu kurumlari uyulmasindan sorumlu olmak pozisyon operasyonel hareket etme yeni proje sureclerin belirlenmesi uygulanmasi dahil olmak uzere genis yelpazede stratejik olarak tavsiyede bulunma becerisine sahip guclu danismanlik bilgisi gerektirir hizmet saglayicilarla ticari anlasmalar rekabet hukuku ilgili fiyatlandirma konulari ticaret hukuku borclar hukuku kamu ihale hukuku gibi konularda hizmet verecektir sorumluluklar yasal konular ticaret hukuku rekabet hukuku hukuku sirketler hukuku sozlesmeler hukuku borclar kanunu kamu ihale kanunu konularinda tavsiyeler dahil olmak uzere operasyonel konularda stratejik projelerde danismanlik yapmak servis saglayici anlasmalarinin uygulanmasini denetlenmesini yonetmek servis saglayici anlasmalarinin gozden gecirilmesi onaylanmasi olan sozlesmelerin muzakere edilmesi yenilemeler fesihler hakkinda danismanlik yapmak grup sirketlerinin ucuncu kisilerle imzalayacagi sozlesme protokol hukuki baglayiciligi bulunan dokumanlarin usul esas yonunden uygun olarak hazirlamak veya incelenerek hukuki gorus uygunluk onayini vermek grup sirketlerinin faaliyet konusu sirketi ilgilendiren diger konular ilgili yururlukteki mevzuati takip ederek gerekli raporlamalari hazirlanmak lgili mevzuat degisiklikleri takip etmek degisiklikler cercevesinde standart sozlesmeleri guncelleyerek revize etmek gorev alani ilgili kayit evrak degerlerin korunmasindan sorumlu olmak arsiv olusturulmasini saglamak gerektiginde musavir avukatlarin katilimiyla ihtilaf davalari yonetmek mevzuat uyum konulari asagidakiler dahil olmak uzere okul yonetimi ekibi isbirligi icinde operasyonlar icin uyum sureclerinin uygulanmasi isletilmesi yayinladigi yonetmelik yonergeleri takip etmek akademik alanda arastirma egitim sponsorluk bagis danismanlik yurt yurtdisi egitim isbirliklerini iceren sozlesmeler okullar egitim ilgili diger duzenlemeler gibi mevzuat konularinda danismanlik yapilmasi aranan ozellikler farkli seviyelerde kolaylikla iletisim kurabilen kisiler arasi iletisim becerisi bagimsiz calisabilme ticari dusunebilme pratik zamaninda karar alabilme guclu muzakere becerisi musterilere musteri odakli hizmet sunabilme ozerk olarak calisabilir ancak ayni zamanda takim oyuncusu kurum karar vericilerle uyumlu calisabilme becerisi deneyim bilgi ticari ortamda yasal deneyim tercihen sektor deneyimi ozel okul veya dershane nitelikler lisans derecesinde hukuk diplomasi turk universitesinden veya baska ulkedeki akredite hukuk fakultesinden denklik tercihen ticaret hukukunda ihtisas egitimi,hukuk musaviri,hukuk_avukat
29,universitelerin hukuk fakultelerinden mezun ticaret hukuku hukuku sosyal guvenlik mevzuati hukuku konularinda deneyimli leri seviyede ngilizce bilgisine sahip sozlu yazili mulakat yapilacaktir pozisyon aktif bilgisi kullanimi gerektirmektedir office programlarini uyap hukuk yazilimlarini derecede kullanabilen takipci hizli zaman yonetimi konusunda etkin planlama yetenegi gelismis yogun temposuna uyum saglayabilen sozlu yazili iletisim yetenegi guclu yurtici yurtdisi seyahat engeli olmayan askerlik hizmetini tamamlamis tecilli basvurular dikkate alinmayacaktir tanimi sirketimiz bunyesindeki fabrika santiyelere hukuku konusunda ilgili personele gerekli egitimlerin verilmesi yonlendirmelerin yapilmasi yapilan islemlerin hukuku sosyal guvenlik mevzuatina uygunlugunun denetlenmesi sozlesmelerin hazirlanmasi yorumlanmasi dava icra sureclerinin takibi sirket birimlere hukuki gorus destek verilmesi anlasma saglayacagimiz aday sirketimiz bunyesinde zamanli olarak gorev alacak olup sozlesmeli avukat olarak calismayacaktir,sirket avukati,hukuk_avukat
30,ofisimiz bunyesinde yonetici avukat partnerlara bagli olarak legal operations assistant pozisyonunda calisacak ekip arkadasi ariyoruz genel nitelikler ozmotivasyonu yuksek yeniliklere gelisime acik tercihen derecede office programlarini kullanan letisime takim calismasina onem veren derecede ngilizce bilgisine sahip proaktif cozum odakli analitik bakis acisina sahip organizasyon zaman yonetimi koordinasyon konusunda kendisine guvenen gorev tanimi bagli oldugu yoneticilerin takvimlerinin guncel tutulmasini saglamak tracking system uzerinden gerekli zaman kayitlarinin olusturulmasini saglamak kendisinden istenen duzen siklikta zaman raporlarini yoneticileri paylasmak gerektiginde bagli oldugu yoneticilerin belirleyecegi format siklikta raporlar sunmak bagli oldugu yoneticilerin sorumluluklari dahilindeki muvekkillerle iletisime destek olmak,legal operations assistant,hukuk_avukat
31,stanbul kagithane ofis bulunan arabuluculuk sirketimizde gorevlendirilmek uzere universitelerin hukuk fakultelerinden mezun tecrubeli arabuluculuk sertifikasina sahip planlama takip yetenegi guclu raporlama koordinasyonu saglayabilecek seyahat engeli olmayan tercihen ngilizce bilen disiplinine onem veren ekip calismasinda uyumlu arabulucu avukat aramaktayiz,arabulucu avukat,hukuk_avukat
32,universitelerin hukuk bolumunden mezun baroya kayitli tecrubesi olan ozellikle fikri mulkiyet hukuku hukuku borclar hukuku konularinda tecrubeli olan dava takip deneyimi olan letisimi kuvvetli sonuc odakli duzenli disiplini yuksek zaman yonetiminde basarili derecede ngilizce bilen tanimi sirketin taraf oldugu fikri mulkiyet hukuku basta olmak uzere sozlesmelerin hazirlanmasini sozlesme sureclerinin takibi dava icra dosyalarinin takibi takip edilen dosyalarin duzenlenmesi sirketin idari mercilerle olan yazismalarinin yurutulmesi mevzuat takibi,avukat,hukuk_avukat
33,description legal department within company managing control research contracts judicial administrative correspondence following report kinds legal disputes conflicts lawsuits establishing policies principles form requirements contract making according types contracts filing follow renew update contracts with additional protocols arrange termination protocols necessary checking fulfillment rights obligations arising from contracts discuss related legal matter disputes carrying lawsuits enforcement proceedings other external legal transactions wanted attributes good command legal technical english dominate legislation commercial labor obligations execution bankruptcy experienced corporate lawyer strong representation business follow looking experienced inexperienced lawyers,lawyer avukat,hukuk_avukat
34,universitelerin hukuk fakultelerinden mezun avukatlik ruhsati olan hukuku dare hukuku konularinda tecrubeli mevzuat takibi yapabilecek firma bunyesinde hukuki sureclerin yurutulmesinde minimum deneyimli universite kurum avukatligi deneyimi olan office programlarini derecede kullanabilen ekip liderligi tecrubesi olan cozum odakli detaylara onem veren anadolu yakasinda ikamet eden universitemiz hukuk musavirligi bunyesinde zamanli calismak uzere hukuk musaviri alimi yapilacaktir,hukuk musaviri,hukuk_avukat
35,kemerkoy yenikoy termik santralleri tarihinde ozellestirme ihalesi gerceklestirilmis olup enerji enerji tarafindan aralik tarihi itibari isletilmek uzere devralinmistir yenikoy termik santrali unitesi kemerkoy termik santrali unitesi olmak uzere toplamda kurulu gucu turkiye elektrik ihtiyacinin yaklasik karsilayan yenikoy kemerkoy elektrik uretim ticaret bolgesi alan onemli ekonomik faktordur teknik cevre standartlarina uygun olarak isletilmekte olan santralin yani sira komur saglayan komur madenlerinin bunyede birlesmesinden olusmus isletme daha bulunmaktadir yeni kemerkoy elektri ureti caret gorevlendirilmek uzere asagidaki niteliklere sahip avukat alinacaktir universitelerin hukuk fakultesinden mezun hukuku borclar hukuku ticaret hukuku sirketler hukuku sosyal guvenlik mevzuati konularinda bilgi sahibi veya alanlarda kendisini gelistirmek isteyen uyap sistemine hakim office programlarini derecede kullanabilen derecede ngilizce bilgisine sahip duzenli dosya takibi raporlama becerisine sahip arastirmaci cozum odakli detaylara onem veren sorumluluk alabilen sinifi surucu belgesine sahip aktif olarak arac kullanabilen erkek adaylar icin askerlik gorevini tamamlamis mugla milas ikamet eden veya edebilecek tanimi sirketi adli idari yargi merciileri onunde temsil etmek sirketin ihtiyac duydugu turlu hukuki islemleri takip etmek sonuclandirmak hukuka uygunlugun denetlemek htiyac halinde sirket birimlere hukuki gorus destek vermek turlu ihtarname beyan ihbarnameler hukuken baglayici belgeleri hazirlamak muzakere islemlerini yurutmek bagli dava takipli isleri yurutmek sirketin ucuncu kisiler imzalayacagi sozlesme protokol zeyilname hukuken baglayici belgelerin taslaklarini olusturmak kontrol etmek yururlukteki mevzuati mevzuatta meydana gelen degisiklikleri takip etmek ilgili birimleri bilgilendirme amacli notlari raporlari hazirlamak sirketin taraf oldugu turlu ihtilaflari davalari hukuki surecleri takip etmek resmi idari makamlarca ucuncu kisilerce sirkete gonderilen hukuki mutalaa gerektiren taleplere iliskin olarak hukuki mutalaa veya cevap yazisi hazirlamak,avukat,hukuk_avukat
36,sigorta hukuku alaninda deneyimli tercihen sigorta sirketleri calismis daha once sulh gorusmeleri yapmis sulh sureclerini sonuclandirmis nsan iliskileri kuvvetli ekip calismasina yatkin tercihen ngilizce bilen excel programini derecede kullanabilen tanimi hukuk buromuzun sigorta hukuku departmani gorev alacak dava surecinde sulh gorusmeleri yaparak dosyalarin sulhen kapatilmasi surecini yonetecek davalarin takibi raporlanmasi surecinde aktif olarak gorev alacak calisma arkadaslari aramaktayiz,sigorta hukuku departmani avukat,hukuk_avukat
37,avukatlar dava taki avukatllari tanimi,avukat,hukuk_avukat
38,hukuk bedeni hasar departmanimiz bunyesinde calismak uzere asagidaki niteliklere sahip deneyimli avukat ariyoruz universitelerin hukuk bolumunden mezun sigorta mevzuati hakim bedeni hasarla ilgili hukuki surecler konusunda deneyim sahibi analitik dusunce yapisina sahip sonuc odakli takim calismasina uyumlu excel programina hakim raporlama yapabilen sorumlulugu yuksek takipci sonuc odakli letisim muhakeme becerileri gelismis erkek adaylar icin askerlik hizmetini tamamlamis olmak,avukat bedeni hasar,hukuk_avukat
39,merter bulunan ofisimize fikri sinai haklar hukuku alaninda calismis surecte sozlesme yonetimi konusunda kendisini gelistirmis tercihen ngilizce bilen meslektas arayisimiz bulunmaktadir ozelliklere sahip meslektaslarimizin ucret beklentilerini icerir gecmislerini iletmelerini rica ederiz,avukat,hukuk_avukat
40,universitelerin hukuk fakultelerinden mezunu avukatlik stajindan sonra minimum sirket avukati olarak veya sirketler hukuku alaninda uzmanlasmis hukuk burolarinda calismis agirlikli olarak otomotiv gida bilisim restaurant pazarlama enerji insaat alanlarinda faaliyet gosteren yurt yurt disi istiraklerinin hukuki compliance sureclerinin yonetimini yapmis ticari sicil noter resmi yazismalara iliskin islemlerini bilen sirketlere iliskin turk ticaret kanunu borclar kanunu kanunu gibi hukuk konularina hakim leri duzeyde ngilizce bilen letisim ikna yetenegi guclu kurumsal temsil yonu kuvvetli olarinda calismis agirlikli olarak otomotiv gida bilisim restaurant pazarlama enerji insaat alanlarinda faaliyet gosteren yurt yurt disi istiraklerinin hukuki compliance sureclerinin yonetimini yapmis ticari sicil noter resmi yazismalara iliskin islemlerini bilen sirketlere iliskin turk ticaret kanunu borclar kanunu kanunu gibi hukuk konularina hakim leri duzeyde ngilizce bilen letisim ikna yetenegi guclu kurumsal temsil yonu kuvvetli,sirket avukati,hukuk_avukat
41,agirlikli olarak dari yargi ozel hukuk alaninda uzmanlasan hukuk buromuz muvekkillerine hukuki danismanlik avukatlik hizmetleri vermekte olup stanbul gayrettepe faaliyet gostermektedir aranan nitelikler deneyimli dava takibi hukuki gorus hazirlama tecrubesi olan muzakere becerileri gelismis problem cozme yetenegi gelismis arastirma kabiliyeti yuksek duzenli raporlama yapabilen erkek adaylar icin askerligini tamamlamis meslektas aramaktayiz,avukat,hukuk_avukat
42,hizmet sektorunde faaliyet gosteren sirketimizin marmara bolge mudurlugunde gorevlendirilmek uzere asagidaki niteliklere uygun sirket avukati arayisimiz bulunmaktadir aranan teli kler universitelerin hukuk fakultesi bolumunden mezun dava icra alaninda deneyimli cozum sonuc odakli calisabilen takim calismasina yatkin hukuku ticaret hukuk hukuku alanlarinda deneyimi olan office programlarini derecede kullanabilen seyahat engeli olmayan erkek adaylar icin askerlik hizmetini tamamlamis tanimi hukuku hukukundan dogan davalarin asamasinin titizlikle takibini yapmak takiplerini baslatmak sonrasinda asamasini titizlikle takip etmek arabuluculuk gorusmelerine katilmak ilgili surecleri takip etmek davalar ilgili taleplere cevap yazisi hazirlamak mutalaa vermek,sirket avukati,hukuk_avukat
43,sektorun onde gelen lojistik firmalarindan olan sirketimizin hukuk musavirligi bunyesinde gorevlendirilmek uzere universitelerin hukuk fakultesi bolumlerinden mezun yillik avukatlik deneyimine sahip sirketler hukuku basta olmak uzere hukuku flas hukuku ticaret hukuku borclar hukuku konularina hakim derecede ngilizce bilen sorumluluk basarma duygusu yuksek derecede office bilgisine sahip seyahat engeli olmayan sinifi ehliyete sahip aktif arac kullanabilen erkek adaylar icin askerlik hizmetini tamamlamis avukat arayisimiz vardir tanimi adli idari yargi mercileri noter diger resmi kurum kuruluslar nezdinde firmanin vekil sifatiyla temsili yurt disindaki hukuk burolari koordineli bicimde sirketin kendisinin yurt disindaki istiraklerinin yurt disindaki uyusmazliklarinin hali icin gerekli islemlerin yapilmasi talep edilen hukuki destegin saglanmasi sureclerin hukuki denetimlerinin saglanmasi hukuki destek taleplerin karsilanmasi sozlesmelerin incelenerek sozlesmedeki risklerin belirlenmesi bunlarin ortadan kaldirilmasi icin onerilerin verilmesi takiplerinin yurutulmesi,avukat,hukuk_avukat
44,danismanligini yaptigimiz kurumsal firmalarla yazismalari takip edecek firmalar tarafindan talep edilen raporlari hazirlayacak sirketlerin islerine iliskin davalari takip edecek sirketler hukuku ticaret hukuku gayrimenkul hukuku tuketici hukuku alanlarinda calisabilecek mevzuat yuksek mahkeme kararlarini duzenli olarak takip eden ekip calismasina yatkin muvekkil iliskilerinde basarili sabirli nazik lgili alanda davalara sozlesme tanzim edebilecek kurumunu sekilde temsil edecek office programlarini kullanabilen disiplinli duzenli calisan yogun calisma temposuna ayak uydurabilecek gerek ofis gerekse mahkemelerde gerekli islemleri yapacak tecrubeye sahip olan avukatlar alinacaktir,caret hukuku avukati,hukuk_avukat
45,ozellikle ticaret borclar aile hukuku gibi ozel hukuk alanlarinda tecrubeli sorumluluk alabilecek dava dosya takip yetenegi guclu analiz yetenegi yuksek neden sonuc iliskisi kurabilen durusma tecrubesi olan muvekkillere hukuki danismanlik verebilecek muvekkillerle etkin iletisimde olabilecek nsan iliskilerinde basarili takim calismasina yatkin meslegini seven cozum odakli dinamik tercihen derecede ngilizce bilen office programlarini duzeyde kullanabilen raporlama yetenegi guclu gorunumune ozen gosteren prezantabl,avukat,hukuk_avukat
46,kadikoy kozyatagi bulunan hukuk buromuzda ulusal uluslararasi faaliyet gosteren muvekkillere dava icra dosya takibi musavirlik hizmetleri olarak temel konuda hukuki destekler saglanmaktadir stihdam edilecek calisanimiz ozellikle hukuku ticaret hukuku borclar hukuku uzerinde calisma yapacaktir buromuzda takip edilen dava dosyalarinin asamalarinda inisiyatif alabilecek hukuki bilgiye yapabilme becerisine sahip asagidaki niteliklerde avukat aranmaktadir hukuk fakultesinden mezun agirlikli olarak ticaret borclar hukuku alanlarinda sozlesmeler hususunda gorevlendirilecek takip edecegi islerde icra hukuku konularini yapabilecek yetkinlikte dava dosya takip yetenegi guclu olan durusma tecrubesine sahip office programlarini etkin olarak kullanabilen raporlama dokumantasyon yapma konusunda yetenekli olan analitik dusunme analiz yapma yeteneklerine sahip olan temsil guclu iletisim becerisine sahip olan sorumluluk alabilen cozum odakli takim calismasina yatkin seyahat engeli olmayan meslegini seven tercihen ngilizce bilen stanbul anadolu yakasinda ikamet eden erkek adaylar icin askerlik iliskisi olmayan tanimi basta hukuku ticaret borclar hukuku alanlari uluslar arasi muvekkillerin ihtiyac duyduklari konularda sozlesmelerinin hazirlanmasi asamalarinda calisacak alanlarin disinda kendisine tevdi edilecek islerin ihtilaf konularinin ustesinden gelebilecek yetkinlikte sehir sehirler arasi durusmalara girecek takim calismasina uyumlu avukat arayisimiz bulunmaktadir,avukat,hukuk_avukat
47,hattat holdi maslak gorevlendi lmek uzere hukuku ticaret hukuku hukuku davalarda deneyimli benzer pozisyonda tecrubesi olan lgili yasa yonetmelik mevzuatlara hakim ngilizce bilen office programlarini etkin olarak kullanabilen yogun calisma temposuna ayak uydurabilecek nsan iliskilerinde basarili takipci sonuc odakli calisabilen temsil kabiliyeti yuksek ekip calismasina yatkin erkek adaylar icin askerlik hizmetini tamamlamis olan tercihen avrupa yakasinda oturan avukatlar aranmaktadir tanimi sorumlulugu kapsamindaki davalarin yasal takiplerinin raporlama ilgili sureclerinin yurutulmesi sulh kapsamina alinacak dosyalarin belirlenmesi surece destek verilmesi sehir nadiren sehir disi durusmalara katilmak adliyede kendisine verilen gorevleri zamaninda eksiksiz sekilde tamamlamak gerektiginde hakimlerle gorusmek,avukat,hukuk_avukat
48,turkiye onde gelen sirketler toplulugundan biri olan holding hukuk biriminde gorev yapmak uzere avukat aramaktayiz universitelerin hukuk fakultelerinden mezun ozellikle hukuku alaninda staj haric tecrubeli onceden hukuku alaninda isveren vekili olarak tecrubesi bulunan borclar hukuku alaninda deneyimli kisisel verilerin korunmasi kanunu hakkinda bilgi tecrube sahibi satin alma hizmet kira sozlesmeleri dahil turlu sozlesmenin hazirlanmasi muzakerelerin takibi konusunda tecrubeli ekip calismasina yatkin pratik duzenli olarak rapor hazirlayabilecek etkin iletisim kurabilen guclu yazili sozlu ifade yetenegine sahip seyahat engeli olmayan askerligini tamamlamis erkek adaylar icin aktif olarak arac kullanabilen,avukat,hukuk_avukat
49,universitelerin hukuk fakultelerinden mezun serbest avukatlik tecrubesi veya uluslararasi iliskiler uluslararasi sozlesmeler konularinda deneyimli hukuk burolarinda veya uluslarasi faaliyet gosteren tercihen insaat firmalarinda tecrubesi olan ticaret sicil slemleri hakkinda sirket genel kurullari yonetim kurullari konusunda bilgi sahibi olan ticaret hukuku borclar hukuku flas hukuku hukuku mevzuatini bilen konulardaki davalarda deneyim kazanmis derecede ngilizce tercihen fransizca bilen office programlarina hakim letisimi kuvvetli seyahat engeli bulunmayan erkek adaylar icin askerlik hizmetini tamamlamis olmak tanimi hukuksal islemlerin takibi sonuclandirilmasi hukuka uygunlugunun denetlenmesi sirket yonetimine hukuksal konularda musavirlik yapilmasi resmi gazetelerin takip edilerek mevzuatta yapilan sirketi ilgilendiren degisiklikler vergi hukuku ticaret hukuku konusunda ilgili bolumlerin uyarilmasi sirketin resmi belgelerinin imza sirkuleri sozlesme tadilleri yetki belgeleri imza beyannameleri hazirlanmasi hukuka uygunluklari acisindan kontrol edilmesi adli idari yargi mercileri diger resmi kurum kuruluslar nezdinde firmanin hukuksal temsili dava basvurularin takibi sonuclandirilmasi ulusal uluslararasi sozlesme protokol mukavelelerin hukuksal yonden incelenmesi denetlenmesi sozlesmelerin yururlugu esnasinda cikabilecek problemlere yonelik hukuki haklar cozum yollarinin belirlenmesi disaridan calisilan burolarla baglanti saglayarak sirket icerisinde gereken koordinasyonun saglamak htarname protesto ihbarname itiraz karar tekzip islemleri belgelerinin hazirlanmasi hukuksal sureclerinin yurutulmesi,rket avukati,hukuk_avukat
50,kariyerine bankamiz bunyesinde kanuni takip biriminde avukat olarak devam etmek isteyen takim arkadaslari arayisimiz bulunmaktadir aranan nitelikler universitelerin hukuk fakultelerinden mezun deneyimli office uygulamalarina hakim planlama organizasyon yetenegi gelismis problem cozme yetenegi gelismis inisiyatif alabilen detaylara onem veren gorev sorumluluklari kanuni takip bunyesindeki icra dosyalari icra dosyalari baglantili dava dosyalarinin gerek adliye gerekse banka icerisindeki turlu islemlerin yerine getirilmesi,hukuk yonetimi kanuni takip avukat,hukuk_avukat
51,universitelerin hukuk fakultelerinden mezun olmak hukuku flas hukuku ticaret hukuku marka patentte minimum yila kadar avukatlik tecrubesine sahip disiplinli takim calismasina yatkin analitik dusunen iletisim becerileri guclu sonuc odakli planlama yetenegine sahip takip yetenegi guclu zaman yonetiminde basarili analiz raporlama becerisi kuvvetli sirketin faaliyet konusuyla ilgili olarak yururlukteki mevzuati mevzuatta meydana gelen degisiklikleri takip edebilecek seyahat engeli olmayan erkek adaylar icin askerligini tamamlamis veya muaf olan konya ikamet eden edebilecek olan durusma deneyimi olan tanimi adli idari yargi mercileri diger resmi kurum kuruluslari firmanin vekil sifatiyla temsili sureclerin hukuki denetimlerinin saglanmasi hukuki destek taleplerin karsilanmasi takiplerinin yurutulmesi,avukat,hukuk_avukat
52,universitelerin ilgili bolumlerinden mezun nsan kaynaklari avukatlik alaninda deneyimli analitik yaratici sonuc odakli dusunce yapisina sahip alim egitim performans personel motivasyonu uygulamalari konusunda deneyim sahibi kisisel verilerin korunmasi ilgili bilgi sahibi takipleri konusunda deneyimi olan puantaj bordrolama bildirge raporlama konularina vakif hukuku ozluk isleri mevzuatina hakim sirket idari isleri konusunda deneyim sahibi yabanci calisma izinleri konusunda deneyimli dinamik calisma kosullarina uyum saglayabilecek uretim tesisleri vardiya duzeni guvenligi konularinda bilgi sahibi yazili sozlu iletisim yetenegi guclu organizasyon becerisi gelismis sonuc odakli nsan iliskilerinde basarili ekip calismasina yatkin office programlarini etkin duzeyde kullanabilen tercihen bayan esenyurt beylukduzu avcilar silivri ikamet eden,avukat,hukuk_avukat
53,atasehir bulunan hukuk buromuz bunyesinde sirketlere hukuki musavirlik hizmeti vermek icin basta ticaret hukuku ticari sozlesmeler ticaret hukukundan dogan davalar borclar hukuku hukuku flas hukuku alanlari olmak uzere ozel hukuk alaninda mesleki tecrubeye sahip deneyimli avukatlar gorevlendirilecektir ticaret hukuku borclar hukuku hukuku hususlarinda deneyimli durusma tecrubesi olan hukuki vasiflandirma dava yonetimi hususunda tecrubeli rapor hazirlama tekniklerine vakif seyahat engeli olmayan guclu iletisim etkin yazili sozlu ifade yetenegine sahip sorumluluk sahibi takim calismasina yatkin tercihen ngilizce bilen office programlarina hâkim zaman yonetiminde basarili sonuc odakli sistematik calisabilen disiplinli analitik dusunebilen avukatlar aranmaktadir,avukat,hukuk_avukat
54,agirlikli olarak ozel hukuk alaninda uzmanlasan kaya hukuk burosu yerli yabanci muvekkillerine hukuki danismanlik avukatlik hizmetleri vermekte olup stanbul kosuyolu faaliyet gostermektedir hukuk buromuz bunyesinde calismak uzere asagidaki ozelliklere sahip avukatlar aramaktayiz genel nitelikler avukat hukuk fakultesi mezunu avukatlik ruhsati sahibi derecede ngilizce bilen mesleki tecrubesi bulunan basta sozlesmeler hukuku sirketler hukuku ticaret hukuku borclar hukuku alanlarinda deneyim sahibi disiplinli cozum odakli planli takim calismasi zaman yonetimi konularinda yetkin takibi organizasyon yonu guclu letisim becerisi yuksek temsil kabiliyeti olan mesleki prestijine onem veren gorunusune ozen gosteren tanimi sozlesmelerin hukuki denetimlerinin yapilmasi sirket genel kurul yonetim kurulu sureclerinin takibi hukuki danismanlik hizmeti verilmesi mevzuat ictihat takibinin yapilmasi,avukat,hukuk_avukat
55,turegun avukatlik ortakligi olarak yilindan yana stanbul levent bulunan ofisimizden yerli yabanci muvekkillerimize ozel hukuk alaninda uyusmazlik cozumu hukuki danismanlik hizmetleri sunmaktayiz firmamizin faaliyet alanlari basta insaat olmak uzere enerji maden nakliyat yayincilik reklam uluslararasi ticaret ticaret perakende gibi sektoru kapsamakta gecen yeni muvekkillerle buyumeye devam etmektedir firmamizin icinde bulundugu dinamik buyume surecinde ozellikle dava takiplerinde etkin alarak bizlerle birlikte calisacak asagidaki niteliklere sahip yonetici avukat alinacaktir universitelerin hukuk fakultelerinden mezun dava takiplerinde tecrubesi bulunan ngilizce bilen office kazanci hukuk otomasyon programlarini kullanabilen guclu iletisim becerilerine sahip ekip calismasina yatkin seyahat engeli olmayan tanimi birlikte calisacagimiz avukattan beklentilerimiz oncelikle dava takiplerini yuruten ekibin yoneticisi olarak sunlardir muvekkillerle olan gunluk iletisimin yurutulmesi ofisimizde gorev yapan diger avukatlarin gunluk programlarinin takibi ofis gorevlendirmelerin yapilmasi dava oncesi mevzuat ictihat bilimsel calismalarin incelenmesi dilekcelerin hazirlanmasi diger avukatlarin hazirladigi dilekceler sozlesmeler hukuki goruslerin kontrol edilmesi durusmalara girilmesi mahkeme kararlarinin icra edilmesi hususlarla ilgili olarak diger avukatlarimizin gerektigi sekilde yonlendirilmesi yapilan islemlerin takibi bunlarin periyodik olarak raporlanmasi muvekkillere sunulmasi takip islemlerinde avukat stajyerlerin denetiminin saglanmasi programlarinin olusturulmasi,avukat,hukuk_avukat
56,genel teli kler tanimi avukatlik stajini tamamlamasindan itibaren calisma tecrubesi olan ozellikle icra hukuku hukuku alaninda uzmanlasmis uzmanlasmayi isteyen dava takibi sozlesme hazirlama inceleme hukuki gorus hazirlama hususlarinda tecrubesi bulunan sorumluluk alabilecek dava dosya takip yetenegi guclu detaylara onem veren iletisim becerileri gelismis ikna yetenegi yuksek zaman yonetimi konusunda yetkin oncelik siralamasini yapabilen ekip calismasina yatkin yonetim temsil yetenegi olan aktif arac kullanan seyahat engeli olmayan tanimi davalari basta olmak uzere sirketin hukuki sureclerine destek vermek guncel mevzuati takip ederek ilgili birimleri yonlendirmek sirketin taraf oldugu dava dosyalarinin takibi sozlesmeleri incelemek ilgili departmanlarin talepleri dogrultusunda hukuki gorus sunmak,avukat,hukuk_avukat
57,iflas ceza hukuku alaninda tercihen yillik tecrube sahibi takim calismasina yatkin sonuc odakli calisan sorumluluk alabilecek arastirma yapmayi problem cozmeyi seven verilen isin takibini basindan sonuna kadar yapip sonuclandirabilecek adliye resmi kurumlarda surec takibi yapacak haftada cezaevinde tutuklu muvekkil gorusmesi yapacak uyap kullanabilen seyahat engeli olmayan disina cikabilecek aktif arac kullanabilen avukat stajyer avukat meslektas arayisimiz bulunmaktadir aranilan nitelikler universitelerin hukuk fakultelerinden mezun olmak iflas sirketler ceza tuketici hukuku alanlarinda mevzuatlara hakim olmak hukuk burosunda calismis olmak takim calismasina yatkin cozum odakli ofis programlarina hakim derecede bilgisayar kullanabilen erkek adaylar icin askerlik gorevini tamamlamis olmak,avukat,hukuk_avukat
