genel_nit_is_tanimi,ilan_baslik,label
beylikduzu hastanemizde hasta kayit yetkilisi tanimi lise mezunu universitelerin tibbi dokumantasyon sekreterlik bolumunden mezun ozel hastane bunyesinde hasta kayit yetkilisi pozisyonunda deneyim sahibi sureclerine hakim office programlarini aktif kullanabilen ekip calismasini onemseyen hasta memnuniyeti odakli beylikduzu cevresinde ikamet eden,hasta kayit yetkilisi beylikduzu,hasta_hizmetleri
yaslari arasi bayan lise tercihen lisans mezunu tercihen saglik yonetimi halkla liskiler turizm otelcilik muhasebe mezunu faturalandirma musteri liskileri turizm alanlarinda deneyimli tercihen hastane kayit programi kullanabilen hasta hasta yakinlariyla etkili iletisim kurabilme becerisine sahip ekip calismasina yatkin takipci problem cozebilme kabiliyetli gorunusune ozen gosteren prezantabl adaylar,hasta kabul gorevlisi,hasta_hizmetleri
onlisans tercihen lisans mezunu tercihen yabanci bilen tercihen saglik sektorunde deneyimli guler yuzlu enerjik gorunusune onem veren esnek calisma saatlerine uyumlu takipci problemleri hizli etkin cozebilme yetenegine sahip ekip calismasina yatkin ozel saglik sigortalari anlasmali kurum prosedurlerinde bilgili hasta kabul faturalandirma sureclerine hakim tibbi terminoloji sigorta terminolojisi bilgisine sahip tanimi sorumlu oldugu veznenin baslamasindan onceki gerekli hazirliklari tamamlar hastalarin kimlik bilgilerini ihtiyaclarina iliskin diger bilgileri edinerek sisteme girisinin yapilmasi sistemde gerekli guncellemeleri yapilmasi hasta bilgilerinin sistemde sabitlenmesini saglayan veznenin sorumlulugunu alabilecek hastanin muayene tetkik veya isleme dair gerekli bilgileri sisteme girilmesini saglamak sistemden kontrol ederek gerekli guncellemelerini yapmak hastayi yaptirmak istedigi tetkik veya islem fiyati ilgili bilgilendirir tetkik veya islemin hazirliginin olmasi durumunda hastaya hazirlik ilgili bilgi aktarir aktarilmasini saglamak hastayi sigorta sirketiyle yurutecegi provizyon gorusmesi yazismasi konusunda asamada bilgilendirmek muayene tetkik veya islem sonrasinda kendisine yonlendirilen hastalarin gerekli islemlerini sonuclandirmak hastalarin aldiklari hizmetlere yonelik girislerini eksiksiz dogru yaparak odemelerini almak faturalarini duzenlemek dunyanin koklu saygin akreditasyon kurumu olan tarafindan hizmet kalitesi belgelenen etik ilkelerden asla odun vermeden seckin kadrosu bilimsel teknolojik gelismeleri takip eden uluslararasi standartlarda saglik hizmeti sunan hastalarimiza ettikleri kaliteli guvenilir saglik hizmetleri veren hisar hospital intercontinental bunyesinde gorevlendirilmek uzere hasta kabul yetkilisi aramaktayiz,hasta kabul gorevlisi,hasta_hizmetleri
uskudar acibadem bulunan estetik plastik cerrahi kliniginde zamanli calismak uzere universitelerin ilgili bolumlerinden mezun olmus hasta musteri liskileri alaninda tecrubeli duzeyde ngilizce fransizca ucuncu olarak tercihen rusca dilbilgisine sahip office programlarini etkin kullanabilen raporlama sunum yapabilecek duzeyde diksiyonu duzgun prezantabl dinamik letisim becerisi yuksek uluslararasi hasta sureclerinin takip edilmesi hasta memnuniyeti saglanmasi,uluslararasi hasta liskileri sorumlusu,hasta_hizmetleri
avrupa asya yakasinda bulunan agiz sagligi kliniklerimizde gorevlendirilmek uzere hasta kabul gorevlisi aramaktayiz universitelerin saglik kurumlari sletmeciligi veya saglik yonetimi bolumlerinden mezun tercihen saglik sektorunde benzer pozisyonda deneyimli ngilizce bilen hasta yakinlari etkili iletisim kurabilme becerisine sahip nsan iliskilerinde basarili pozitif dusunebilen problem cozme alternatif cozum yollari uretme yetenegine sahip ekip calismasina yatkin ogrenmeye acik sorumluluk sahibi,hasta kabul gorevlisi,hasta_hizmetleri
tanimi hastalarimizin hastaneye girisinden ayrilisina kadar sureclerde hizmeti almasi icin gorev yapan hasta hizmetleri birimimizde gorev alacak altunizade hastane klinigimiz bunyesinde gorevlendirilmek uzere asagidaki niteliklerde hasta kayit kabul gorevlisi aramaktayiz lise tercihen lisans mezunu tercihen saglik yonetimi halkla liskiler turizm otelcilik muhasebe tibbi sekreterlik faturalandirma musteri liskileri turizm alanlarinda deneyimli hasta hasta yakinlariyla etkili iletisim kurabilme becerisine sahip takipci problemleri hizli etkin cozebilme yetkinligine sahip gorunusune kisisel bakimina ozen gosteren tercihen pusula sistemi kullanmis ekip calismasina uygun bayan adaylar,hasta kayit kabul gorevli,hasta_hizmetleri
tanimi altunizade hastanemizde tercihen universitelerin uluslararasi liskiler pazarlama felemenk dili edebiyati halkla liskiler bolumlerinden mezun pazarlama satis musteri iliskileri yonetimi konularinda deneyim sahibi tercihen saglik sektorunde deneyim sahibi derecede felemenkce ngilizce okuma konusma yazma bilen olarak fransizca bilinmesi tercih sebebidir temsil ikna yetenegi guclu organizasyon iletisim becerileri gelismis estetik gorunuse kisisel bakima onem veren prezantasyonu duzgun felemenkce bilen uluslararasi hasta liskileri uzmani,uluslararasi hasta leri felemenkce,hasta_hizmetleri
buyumekte olan altunizade hastanemizde gorevlendirilmek uzere tercihen universitelerin uluslararasi liskiler pazarlama felemenk dili edebiyati halkla liskiler bolumlerinden mezun pazarlama satis musteri iliskileri yonetimi konularinda deneyim sahibi tercihen saglik sektorunde deneyim sahibi derecede felemenkce ngilizce okuma konusma yazma bilen olarak fransizca bilinmesi tercih sebebidir temsil ikna yetenegi guclu organizasyon iletisim becerileri gelismis estetik gorunuse kisisel bakima onem veren prezantasyonu duzgun felemenkce bilen uluslararasi hasta liskileri uzmani,uluslararasi hasta leri uzmani felemenkce,hasta_hizmetleri
universitelerin saglik yonetimi hemsirelik lisans klinik psikoloji halkla iliskiler iletisim bolumlerinden mezun duzeyde ngilizce bilgisine sahip benzer pozisyonlarda tecrube sahibi saglik sektoru tercih nedenidir hasta hasta yakini psikolojisini anlayarak hasta memnuniyetinin duzeyde tutulmaya calisilmasini saglamak hasta hasta yakinlarinin memnuniyeti perspektifinde empati kurabilecek iletisim becerisine sahip guler yuzlu enerjik gorunusune onem veren sunum temsil ikna yetenekleri gelismis ekip calismasina yatkin dinamik planlama organizasyon becerisine sahip nsan iliskileri hasta iletisimi kuvvetli office uygulamalarina hâkim hasta liskileri hasta haklari sorumlusu tanimi hasta hasta yakinlarina mutlak hasta memnuniyeti ilkesine bagli kalarak yardimci olmak turlu sikâyetin olusmasini engelleyecek performans sergilemek gelen sikâyet istek onerilerin kisa zamanda cozume kavusturulmasi saglama gunluk hasta gorus onerilerini karsilamak kurum icerisinde uygulanan anketlerin analizini yapmak ilgili kisilere raporlamak,hasta haklari hasta leri sorumlusu,hasta_hizmetleri
esteworld plastik cerrahi saglik grubu stanbul bahcelievler altunizade bolgelerinde subesi yilindan yana faaliyet gosteren estetik plastik cerrahi konusunda branslasmis saglik kurulusudur yilinda altunizade hizmete giren estetik cerrahi kompleksi yatirimlarina devam eden esteworld turkiye yuksek ivme gelisen saglik sektoru hizmetlerini ulkemizin temsilini sekilde yapacak anlayisla sunma amacindadir turkiye geneli disinda uzerinde ulkede temsilcilikle hastaya hizmet veren esteworld avrupa dunya plastik cerrahi estetik konusunda branslasmis sayili saglik gruplari arasinda bulunmaktadir esteworld plastik cerrahi saglik grubu bahcelievler klinigi degerlendirilmek uzere universitelerin hastane yonetimi organizasyon halkla iliskiler iletisim bolumlerinden mezun duzeyde ngilizce bilgisine sahip benzer pozisyonlarda tecrube sahibi saglik sektoru tercih nedenidir hasta iliskileri konusunda bilgili hasta psikolojisine hitap edebilen hasta hasta yakinlarinin memnuniyeti perspektifinde empati kurabilecek iletisim becerisine sahip guler yuzlu enerjik gorunusune onem veren sunum temsil ikna yetenekleri gelismis planlama organizasyon becerisine sahip office uygulamalarina hâkim hasta liskileri uzmani aranmaktadir tanimi hasta hasta yakinlarina mutlak hasta memnuniyeti ilkesine bagli kalarak yardimci olmak turlu sikâyetin olusmasini engelleyecek performans sergilemek gelen sikâyet istek onerilerin kisa zamanda cozume kavusturulmasi saglama,hasta leri uzmani,hasta_hizmetleri
altunizade hastane tanimi universitelerin ilgili bolumlerinden mezun olmus hasta musteri liskileri alaninda tecrubeli duzeyde ngilizce fransizca dilbilgisine sahip office programlarini etkin kullanabilen raporlama sunum yapabilecek duzeyde planlama organizasyon raporlama becerisine sahip sistemli duzenli calisma prensibine sahip diksiyonu duzgun prezantabl dinamik letisim becerisi yuksek uluslararasi hasta sureclerinin takip edilmesi hasta memnuniyeti saglanmasi lgili birimler gerekli koordinasyonu saglayarak hasta isteklerini cevaplayabilecek carpraz satislar gerceklestirerek hastane karliligina katki saglamak yonetim tarafindan verilen gorev calismalari eksiksiz olarak yerine getirmek,uluslararasi hasta leri uzmani fransizca,hasta_hizmetleri
yilinda olarak stanbul levent teki hastanesinde hizmet vermeye baslayan dunyagoz ayni zamanda ulkemizde brans hastaneciliginde yeni donemin baslamasina onculuk etmistir bugun ayri noktada ilkeli saglik hizmeti veren dunyagoz hastaneler grubu gozun branslarinda sundugu yuzlerce farkli tedavi yontemiyle cevresi sagligina dair sorunlara cozum getirmektedir surekli gelisimin amac edinildigi subelerimizi sizlerin katkilariyla saglik alaninda mukemmele ulastirmayi hedeflemekteyiz saglik sektorunde hasta memnuniyetinde sinirimiz gokyuzudur felsefesi turkiye buyuk hastaneleri zinciri olan dunyagoz hastaneleri beylikduzu subesinde gorevlendirmek uzere hasta kabul vezne personeli arayisimiz mevcuttur tanimi tercihen universite mezunu ozel saglik sigortasi anlasmali kurumlar bilgisine sahip hizmet tercihen saglik sektorunde deneyime sahip hasta hasta yakinlarinin memnuniyeti perspektifinde empati kurabilecek letisim yetenegi guclu sunum temsil ikna yetenekleri gelismis takim calismasina yatkin office programlarini etkin olarak kullanabilen askerlik ilisigi olmayan erkek adaylar icin,hasta kabul vezne personeli beylikduzu,hasta_hizmetleri
turkiye ozel hastaneciligin onculerinden medicana saglik grubu yili asan saglik deneyimi yatirimlarini gelecegin saglik hizmeti standartlarini belirleme yolunda ilerleyisini surduruyor medicana saglik grubu basarisini turkiye deki yeni yatirimlari kadikoy bursa zincirlikuyu atasehir zmir hastaneleri guclendirirken yakin cografyadaki diger ulkelere tasima vizyonuyla hareket ediyor dunyanin sayili ozel saglik yatirimlari arasinda gosterilen hastaneden genel amacli hastaneleri asan profesyonel calisandan olusan medicana saglik grubu turkiye basta stanbul ankara olmak uzere ilinde bransta saat hasta guvenligi hasta bakimi kalite standartlarinda hizmet veriyor alanda gelecegin saglik hizmet standardini belirleyen medicana saglik grubu bagli medicana bursa hastanesi ekibimize katilmak uzere universitelerin ilgili bolumunden mezun saglik sektorunde deneyimli tercihen doktor leri duzeyde ngilizce bilen akici sekilde konusabilen hasta memnuniyeti kaliteli hizmet anlayisina sahip letisimi guclu etik degerlere bagli hasta guvenligi memnuniyetine onem veren uluslararasi hasta merkezi muduru ariyoruz tanimi hastane icinde uluslararasi statudeki hastalarin hasta kabul sureclerini takip etmek hastanin tetkik tedavi suresince hizmet aliminin hizlanmasi icin doktor gerekli bolumlerle koordinasyonu saglamak hastanin yatisi sirasinda tercume islemlerini gerceklestirmek hastanin hastane icerisinde olusan iletisim sorunlarini cozmek hastanin ozel taleplerinin alarak yabanci yayin gazete internet temin etmek taburculuk sirasinda epikriz raporlarin ilgili dilde tercumesini saglamak alani sorumluluklari dahilinde hasta yakinina bilgi vermek,uluslararasi hasta merkezi muduru,hasta_hizmetleri
yildir egitimde firsat esitligi stanbul anadolu yakasi rezidanslarimizda yasli bakim elemani lise mezunu bagli kurumlardan yasli bakim sertifikasi olan stanbul anadolu yakasinda ikamet eden tercihen yasli bakim deneyimi olan vardiyali calisabilecek letisim becerileri gelismis ekip calismasina yatkin cozum odakli tanimi,yasli bakim elemani,hasta_hizmetleri
turkiye egitim alanindaki sivil toplum kurulusu olan darussafaka yildir egitimde firsat esitligi misyonuyla basarili annesi veya babasi hayatta olmayan ailesinin maddi olanaklari nedeniyle egitim alamayan ogrencilere ortaokul siniftan baslayarak lise sinifa kadar yatili burslu kolej seviyesinde egitim vermektedir darussafaka cemiyeti bagislariyla hizmet imkani saglayacak bagiscilarinin hayatlarinin ilerleyen donemlerini konforlu huzurlu ortamda gecirmelerini saglamak icin hizmet veren urla yasam ozel huzurevi bakim merkezimizde ihtiyac halinde gorevlendirilecek adaylarin sahip olmasini bekledigimiz nitelikler lise mezunu bagli kurumlardan yasli bakim sertifikasi olan tercihen yasli bakim deneyimi olan vardiyali calisabilecek letisim becerileri gelismis ekip calismasina yatkin cozum odakli tanimi ozel bakima ihtiyac duyan yataga bagimli uyelerimizin kisisel bakimlarinin yapilmasi uyelerimizin duzeninin saglanmasi sosyal fiziksel ihtiyaclarinin karsilanmasinda yardimci olunmasi saglik durumlarini etkileyebilecek gozlemlerinin birim sorumlusuna bildirilmesi doktor sorumlu hemsirenin verecegi gorevlerin yerine getirilmesi rezidans bunyesinde uyelere yonelik hazirlanan plan programlar dogrultusunda bazi gorev hizmetlerin yerine getirilmesi sorumluluklar ustlenmesi beklenmektedir urla kampusumuze zmir urla servis imkani mevcuttur servis guzargahlari bornova konak mustafa kemal sahil yolu bulvari balcova narlidere guzelbahce urla,yasli bakim elemani,hasta_hizmetleri
turkiye egitim alanindaki sivil toplum kurulusu olan darussafaka yildir egitimde firsat esitligi misyonuyla basarili annesi veya babasi hayatta olmayan ailesinin maddi olanaklari nedeniyle egitim alamayan ogrencilere ortaokul siniftan baslayarak lise sinifa kadar yatili burslu kolej egitimi vermektedir darussafaka cemiyeti bagislariyla hizmet imkani saglayacak bagiscilarinin hayatlarinin ilerleyen donemlerini konforlu huzurlu ortamda gecirmelerini saglamak icin hizmet veren urla rezidansimizda ihtiyac halinde gorevlendirilecek adaylarin sahip olmasini bekledigimiz nitelikler tercihen meslek yuksekokulu mezunu bagli kurumlardan yasli bakim sertifikasi olan tercihen yasli bakim deneyimi olan vardiyali calisabilecek letisim becerileri gelismis ekip calismasina yatkin cozum odakli tanimi ozel bakima ihtiyac duyan yataga bagimli uyelerimizin kisisel bakimlarinin yapilmasi uyelerimizin duzeninin saglanmasi sosyal fiziksel ihtiyaclarinin karsilanmasinda yardimci olunmasi saglik durumlarini etkileyebilecek gozlemlerinin birim sorumlusuna bildirilmesi doktor sorumlu hemsirenin verecegi gorevlerin yerine getirilmesi rezidans bunyesinde uyelere yonelik hazirlanan plan programlar dogrultusunda bazi gorev hizmetlerin yerine getirilmesi sorumluluklar ustlenmesi beklenmektedir urla kampusumuze zmir urla servis imkani mevcuttur servis guzargahlari bornova konak mustafa kemal sahil yolu bulvari balcova narlidere guzelbahce urla,yasli bakim elemani,hasta_hizmetleri
mlpcare ilde cografi bolgede hastanesi yakin calisani saglik sektorune veren buyuk saglik kurumudur ceyrek asir once medical park saglik yolculuguna baslayan grup hospital medical park hastane markalari hizmet veriyor saglikta uluslararasi standartlari uzman hekim kadrosu hasta odakli ustun hizmet anlayisini benimseyen mlpcare saglik grubu joint commission international akreditasyonu belgesine sahip hastaneleriyle turkiye yaninda yeni yatirimlarla yayginligini artirmaya devam ediyor mlpcare saglik grubu herkes saglik hayat guzeldir deger katan hizmet felsefesiyle hizmet veren hastaneleriyle saglik yolculuguna kesmeden devam ediyor universitelerin halkla liskiler psikoloji sosyal hizmetler bolumlerinden mezun hasta haklari veya saglik sektoru alanin deneyimi olan tercihen ingilizce bilgisi olan hasta hasta yakinlari etkili iletisim kurabilen nsan liskilerinde basarili problem cozebilme yetenegine sahip guler yuzlu dinamik gorunusune onem veren medical park hastaneler grubu bunyesi gaziosmanpasa hastanemizde gorevlendirilmek uzere hasta haklari uzman yardimcisi aramaktayiz,hasta haklari uzman yardimcisi,hasta_hizmetleri
sisli kolan hastanemiz yardimci saglik personeli ilkogrenim mezunu vardiyali calisabilecek hasta hasta yakinlarinin memnuniyetini planda tutabilecek erkek adaylar icin askerlik hizmetini tamamlamis tanimi hasta bakiminda hemsire ekip arkadaslarina destek olarak ilgili asamalarda gorev almak gorev yaptigi alanin temizliginden sorumlu olabilecek birimler arasi hasta transferini gerceklestirmek birimin ihtiyaci olan malzeme temini genel duzenin saglanmasina yardimci olmak,hasta bakici,hasta_hizmetleri
altunizade hastanesinde tanimi universitelerin ilgili bolumlerinden mezun olmus hasta musteri liskileri alaninda tecrubeli duzeyde romence ngilizce bilen office programlarini etkin kullanabilen raporlama sunum yapabilecek duzeyde planlama organizasyon raporlama becerisine sahip sistemli duzenli calisma prensibine sahip diksiyonu duzgun prezantabl dinamik letisim becerisi yuksek uluslararasi hasta sureclerinin takip edilmesi hasta memnuniyeti saglanmasi lgili birimler gerekli koordinasyonu saglayarak hasta isteklerini cevaplayabilecek carpraz satislar gerceklestirerek hastane karliligina katki saglamak yonetim tarafindan verilen gorev calismalari eksiksiz olarak yerine getirmek,uluslar arasi hasta leri uzmani romence,hasta_hizmetleri
yilinda olarak stanbul levent teki hastanesinde hizmet vermeye baslayan dunyagoz ayni zamanda ulkemizde brans hastaneciliginde yeni donemin baslamasina onculuk etmistir bugun ayri noktada ilkeli saglik hizmeti veren dunyagoz hastaneler grubu gozun branslarinda sundugu yuzlerce farkli tedavi yontemiyle cevresi sagligina dair sorunlara cozum getirmektedir surekli gelisimin amac edinildigi subelerimizi sizlerin katkilariyla saglik alaninda mukemmele ulastirmayi hedeflemekteyiz saglik sektorunde hasta memnuniyetinde sinirimiz gokyuzudur felsefesi turkiye buyuk hastaneleri zinciri olan dunyagoz hastanelerinin altunizade subeleri degerlendirilmek uzere hasta letisim uzmani arayisimiz mevcuttur tanimi universitelerin ilgili bolumlerinden mezun saglik yonetimi halkla liskiler letisim seviyede ngilizce bilen hasta iliskileri konusunda bilgili hasta psikolojisine hitap edebilen hasta hasta yakinlarinin memnuniyeti perspektifinde empati kurabilecek iletisim becerisine sahip tercihen hastane tecrubesi olan guleryuzlu enerjik gorunumune onem veren sunum temsil ikna yetenekleri gelismis planlama organizasyon becerisine sahip erkek adaylarin askerlik hizmetini tamamlamis,hasta letisim uzmani,hasta_hizmetleri
hastanemizin hasta hizmetleri mudurlugu gorevlendirilmek uzere universite mezunu tempolu yogun calisma ortamina uyum saglayabilen gorunusune kisisel bakimina ozen gosteren avcilar civarinda ikamet eden ozel sigorta sureclerinde deneyimli gece calisabilecek hasta kayit gorevlisi gece arayisimiz bulunmaktadir,hasta kayit gorevlisi gece,hasta_hizmetleri
medilife saglik grubumuza bagli beylikduzu bulunan hastanemizde gorevlendirilmek uzere tercihen universite mezunu saglik sektorunde tecrubeli yatan hastalarin organizasyonunun yapilmasina hakim hastalara yatis surecinde eslik edebilecek hasta dosyalarinin hazirlanmasi kontrolu takip edilmesinden sorumlu gerekli veri girislerini yapabilen gorunusune onem veren letisimi duzgun yogun temposunda calisabilen hasta yatis cikis sekreteri arayisimiz bulunmaktadir,hasta yatis cikis sekreteri,hasta_hizmetleri
medilife saglik grubumuza bagli beylikduzu bulunan hastanemizde gorevlendirilmek uzere hasta bakimi konusunda tecrubeli letisimi duzgun vardiyali calisabilecek hasta memnuniyetine ozen gosteren erkek adaylar icin askerlik hizmetini tamamlamis tercihen beylikduzu cevresinde ikamet eden hasta bakici arayisimiz mevcuttur,hasta bakici beylikduzu,hasta_hizmetleri
hastanemizin hasta hizmetleri mudurlugu gorevlendirilmek uzere universite mezunu tempolu yogun calisma ortamina uyum saglayabilen gorunusune kisisel bakimina ozen gosteren avcilar civarinda ikamet eden ozel sigorta sureclerinde deneyimli hasta kayit gorevlisi arayisimiz bulunmaktadir,hasta kayit gorevlisi,hasta_hizmetleri
tercihen lise mezunu saglik sektorunde deneyimli letisimi guler yuzlu motivasyonu yuksek hasta hasta yakinlarinin memnuniyetini isinin asamasinda planda tutabilecek ekip calismasina yatkin avrupa yakasinda oturan vardiyali calisabilecek tanimi,hasta bakici,hasta_hizmetleri
medilife saglik grubu bagli capa bulunan hastanemizde gorevlendirilmek uzere tercihen lisans mezunu tercihen hasta danismani doktor asistani olarak deneyimli veya saglik sektorunde kendini gelistirmek isteyen ngilizce dili okuma yazma konusma bilgisine hakim gorunumune ozen gosteren bakimli letisimi kuvvetli guler yuzlu ekip calismasina yatkin stres yonetimi yapabilme becerisine sahip capa veya cevresinde ikamet eden ngilizce bilen hasta danismani arayisimiz bulunmaktadir,ngilizce bilen hasta danismani,hasta_hizmetleri
medilife saglik grubu bagli beylikduzu bulunan hastanemizde gorevlendirilmek uzere lisans mezunu tercihen saglik sektorunde tecrubeli veya kendini gelistirmek isteyen ngilizce okuma yazma konusma bilgisine hakim tercihen ikinci olarak arapca diline hakim gorunumune ozen gosteren bakimli letisimi kuvvetli guler yuzlu ekip calismasina yatkin stres yonetimi yapabilme becerisine sahip ngilizce tercuman arayisimiz bulunmaktadir,tercuman ngilizce,hasta_hizmetleri
genel teli kler fatih genel merkezimizde bulunan uluslararasi satis ekibimizde gorevlendirilmek uzere tele satis konusunda minimum deneyimli veya cagri merkezi deneyimi bulunan leri seviyede ngilizce fransizca talyanca almanca spanyolca felemenkce svecce romence veya portekizce dillerinden herhangi birini bilen akici konusabilen telefonda ikna iletisim kabiliyeti yuksek tonu diksiyonu duzgun musteri odakli bakis acisina sahip satis konusunda kendine guvenen satis satis sonrasi musterinin almis oldugu hizmet surecini yonetebilecek motivasyonu yuksek zaman yonetimi konusunda hassas takim calismasina yatkin ogrenmeye hevesli gelismeye acik office programlarina hakim uluslararasi satis temsilcisi arayisimiz bulunmaktadir tanimi sistemimiz uzerinden veya referans yolu bize ulasan basvurulara geri donus saglanarak bilgi verilmesi seffaf sekilde dogru bilgi aktarilarak satisin gerceklestirilmesi dogru bilgi aktarimi kaliteli hizmet musteri memnuniyetinin saglanmasi hizmetin alinmasi icin gerekli islemlerin yapilmasi satis sonrasi musteri memnuniyet takibinin gerceklestirilmesi,uluslararasi hasta liskileri sorumlusu,hasta_hizmetleri
saglik sektoru tecrubeli tercihen ozel hastane klinik lise tercihen universite mezunu yogun calisma temposuna ayak uydurabilecek hasta yakinlariyla etkili iletisim kurabilme becerisine sahip takipci problemleri hizli etkin cozebilme yetenegine sahip bilgisayar bilgisine sahip office programlarini bilen takim calismasina yatkin prezentabl guler yuzlu diksiyonu duzgun bayan adaylar tanimi randevu verme takibi hasta karsilama yonlendirme diger sekreterya islemleri,hasta danismani,hasta_hizmetleri
saglik sektorundeki hastane klinik cesitli satis ofisleri bulunan firmamizin stanbul zincirlikuyu hastanemizde gayrettepe metroya yakin uluslararasi hasta liskileri sorumlusu olarak gorevlendirilmek uzere almanca spanyolca fransizca flemenkce talyanca rumence portekizce sirpca bosnakca arnavutca arapca rusca dillerinden birini ileri seviyede konusma okuma anlama becerisine sahip letisim becerisi saglik hizmetlerini telefonda pazarlayarak satisa donusturecek kalitesi takibi konusunda proaktif calisarak hizmetin devamliligini saglayacak hedef odakli enerjik eglenceli ekibimiz icinde uyumla calisarak satis hedeflerine katki saglayacak saglik sektorunde calisma deneyimini yasamak isteyen calisma arkadaslari ariyoruz,uluslararasi hasta liskileri sorumlusu,hasta_hizmetleri
memorial saglik grubu uzman doktorlari bilgi birikimlerini yakin ilgi birlestiren saglik personeli hasta odakli hizmet anlayisi kalite politikasi ileri teknolojisi donatilan tani tedavi uniteleri modern mekanlari konforlu hasta odalari saglikta guvenin adresidir yilinda kurulan memorial askin calisani stanbul ankara antalya kayseri diyarbakir hizmet vermektedir lise tercihen onlisans lisans mezunu tercihen ozel hastanelerde benzer pozisyonlarda deneyimli yogun calisma temposuna ayak uydurabilecek esnek calisma saatlerine uyum gosterebilecek office programlarina hakim hasta yakinlariyla etkili iletisim kurabilme becerisine sahip takipci problemleri hizli etkin cozebilme yetenegine sahip gorunusune kisisel bakimina ozen gosteren yatan hasta danismani arayisimiz bulunmaktadir,yatan hasta danismani,hasta_hizmetleri
derecede ngilizce bilen universitelerin lisans veya onlisans programlarindan mezun tercihen misafir karsilamada deneyimli takim calismasina yatkin office programlarina hakim gunun farkli saatleri yogun calisma saatlerine uyum saglayabilecek stanbul havalimani gorev alacak hasta karsilama transfer aracina yonlendirme sureclerinde destek saglayacak uluslararasi hasta danismani aramaktayiz,uluslararasi hasta danismani,hasta_hizmetleri
hastanemizde gorevlendirilmek uzere lise tercihen universite mezunu hasta danismani slemlerini aktif bilen hastane deneyimi olan vardiyali calisabilecek nobet degisimlerine uyum saglayabilecek meddata kirmizi meddeta kullanabilen ozel sigorta yatis islemlerine hakim prezantable guler yuzlu hasta yakinlariyla etkili iletisim kurabilme becerisine sahip takipci problemleri hizli etkin cozebilme yetenegine sahip gorunusune kisisel bakimina ozen gosteren takim calismasina yatkin erkek adaylar icin askerlik hizmetini tamamlamis veya tecilli ekip arkadaslari aramaktayiz,hasta danismani,hasta_hizmetleri
leri duzeyde ngilizce arapca bilgisine sahip lise tercihen onlisans lisans mezunu letisim iliski yonetimi yonu kuvvetli arastirmaci ekip calismasina yatkin tanimi bagli oldugu uluslararasi hasta hizmetleri ekip lideri nden destek alarak uluslararasi hasta hizmetleri sureclerini yurutmek saglik turizmi cercevesinde transferi gerceklesen misafirlerimizi karsilamak agirlamak memnun sekilde ugurlanmasina destek olmak yazili sozlu tercumanlik konaklama ulasim hizmetlerini planlanan sekilde gerceklesmesini saglamak yabanci sigorta sureclerinde acentelerle koordine calismak gunluk olarak listesi posta telefon faks toplanti takibini yapmak,uluslararasi hasta hizmetleri yetkilisi,hasta_hizmetleri
leri duzeyde spanyolca ngilizce bilgisine sahip lise tercihen onlisans lisans mezunu letisim iliski yonetimi yonu kuvvetli arastirmaci ekip calismasina yatkin tanimi bagli oldugu uluslararasi hasta hizmetleri ekip lideri nden destek alarak uluslararasi hasta hizmetleri sureclerini yurutmek saglik turizmi cercevesinde transferi gerceklesen misafirlerimizi karsilamak agirlamak memnun sekilde ugurlanmasina destek olmak yazili sozlu tercumanlik konaklama ulasim hizmetlerini planlanan sekilde gerceklesmesini saglamak yabanci sigorta sureclerinde acentelerle koordine calismak gunluk olarak listesi posta telefon faks toplanti takibini yapmak,uluslararasi hasta hizmetleri yetkilisi,hasta_hizmetleri
leri duzeyde sirpca arnavutca bilgisine sahip lise tercihen onlisans lisans mezunu letisim iliski yonetimi yonu kuvvetli arastirmaci ekip calismasina yatkin tanimi bagli oldugu uluslararasi hasta hizmetleri ekip lideri nden destek alarak uluslararasi hasta hizmetleri sureclerini yurutmek saglik turizmi cercevesinde transferi gerceklesen misafirlerimizi karsilamak agirlamak memnun sekilde ugurlanmasina destek olmak yazili sozlu tercumanlik konaklama ulasim hizmetlerini planlanan sekilde gerceklesmesini saglamak yabanci sigorta sureclerinde acentelerle koordine calismak gunluk olarak listesi posta telefon faks toplanti takibini yapmak,uluslararasi hasta hizmetleri yetkilisi,hasta_hizmetleri
leri duzeyde fransizca arapca bilgisine sahip lise tercihen onlisans lisans mezunu letisim iliski yonetimi yonu kuvvetli arastirmaci ekip calismasina yatkin tanimi bagli oldugu uluslararasi hasta hizmetleri ekip lideri nden destek alarak uluslararasi hasta hizmetleri sureclerini yurutmek saglik turizmi cercevesinde transferi gerceklesen misafirlerimizi karsilamak agirlamak memnun sekilde ugurlanmasina destek olmak yazili sozlu tercumanlik konaklama ulasim hizmetlerini planlanan sekilde gerceklesmesini saglamak yabanci sigorta sureclerinde acentelerle koordine calismak gunluk olarak listesi posta telefon faks toplanti takibini yapmak,uluslararasi hasta hizmetleri yetkilisi,hasta_hizmetleri
