,genel_nit_is_tanimi,ilan_baslik,label
37,universite mezunu saglik sektorunde tercihen minimum satis tecrubesine sahip ekip calismasi isbirligi yetenegi yuksek yuksek iletisim becerilerine sahip yuksek analiz yetenegine sahip sinifi surucu ehliyetine sahip aktif guvenli arac kullanabilen seyahat engeli olmayan ofis uygulamalarini etkin sekilde kullanabilen askerlik hizmetini tamamlamis erkek adaylar icin tercihen nutrisyon konusunda deneyimli ngilizceye hakim tanimi bagli bulundugu bolgede bolum hedefleri dogrultusunda etkin sekilde firma urunleri hakkinda tanitim faaliyetleri bilgi hizmet sunarak belirlenen satis pazar payi hedeflerini gerceklestirmek,urun uzmani,tibbi_tanitim
38,yilinda kurulan alchem international bitkisel kimyasallar alaninda dunyanin oncu firmasidir dunyanin ulkesindeki ilac etken madde kozmetik gida ekstreleri bitki kokenli aktif madde saglama konusundaki yili askin deneyime sahiptir standardize edilmis ekstreleri fark yaratan teknolojileri kullanilarak etkili dogal maddelerin amerika ngiltere svicre urun uretimi gerceklestirilmektedir alchemlife europe merkezi svicre turkiye subesi stanbul antalya illerine asagidaki ozelliklere sahip fitoterapi uzmani olarak yetistirilmek uzere alimi yapilacaktir ozellikler yuksek okul veya yillik lisans mezunu tercihen uroloji ortopedi doktor alanlarinda urun tanitim temsilciligi deneyimi olan office programlarina internet uygulamalarina hakim sinifi surucu ehliyet sahibi seyahat engeli bulunmayan erkek adaylar icin askerlik hizmetini tamamlamis veya muaf olunmasi yuksek adaptasyon becerisi olan dinamik pozitif ogrenmeye kendini gelistirmeye acik istekli guclu iletisim becerisine sahip analitik dusunebilen tercihen tibbi cihaz belgesi olan tercihen derece ngilizce bilgisine sahip tanimi alchem life tarafindan verilen egitim hedefler dogrultusunda ilgili doktor eczane kanallarinda fitoterapi alaninda faaliyet gosteren urunlerimizi tanitmak satisini gerceklestirmek pazar faaliyetlerini kampanyalari takip etmek raporlamak,tibbi satis temsilcisi,tibbi_tanitim
39,universite veya yuksekokul mezunu tibbi tanitim alaninda maximum satis tecrubesine sahip tercihen daha once kadin dogum tedavi alaninda tecrubeli yasini asmamis ekip calismasina yatkin yuksek iletisim becerisine sahip sayisal analiz yapabilen sonuc odakli sinifi surucu ehliyetine sahip aktif guvenli arac kullanabilen seyahat engeli olmayan ofis uygulamalarini etkin sekilde kullanabilen askerlik hizmetini tamamlamis erkek adaylar icin mutlaka aktif sertifikasi bulunan adaylar icin tanimi,urun tanitim temsilcileri,tibbi_tanitim
40,universite mezunu ofis uygulamalarina hakim surucu belgesine sahip aktif arac kullanabilen askerlik gorevini yerine getirmis erkek adaylar icin tanimi nsan iliskilerinde uyumlu takim calismasina inanan ogrenmeye istekli kisisel gelismeye acik olan sorumluluk almayi seven insiyatif kullanabilen analitik dusunebilen planlama yapabilen duzgun olarak doktor eczane ziyaretleri yapabilecek,tibbi satis mumessi,tibbi_tanitim
41,universite mezunu pediatri branslarinda tecrubeli yeterlilik belgesi olan letisim becerisi ikna kabiliyeti yuksek olan sektor tecrubesi olan gelisime acik analitik dusunebilen takipci cozum uretebilen sonuc odakli calisan prezantabl seyahat engeli bulunmayan sinifi surucu belgesine sahip aktif olarak arac kullanabilen erkek adaylar icin askerlik gorevini tamamlamis tanimi hedeflenen musterilere ziyaret plani yapmak gerceklestirmek etik kurallar dogrultusunda tanitim satis hedeflerini gerceklestirmek sorumlu oldugu bolgede firmasini duzeyde temsil etmek duzenli raporlama yapmak,tibbi tanitim satis sorumlusu,tibbi_tanitim
42,turkiye genelinde firmamiza urunlerin eczanelere tanitim pazarlanmasi yapilacaktir urunlerimiz odenmeyen gruptadir sirket bunyesine alinmadan sirket bunyesine alindiktan sonra personel performans deneme suresi vardir sirketimizce urunler bazinda belirlenen aylik kotalari tutturulmasi sarttir kapsamda sahada deneyimli eczane portfoyu olan gecici olmayip uzun vadede calismak isteyen calisma olarak sorumlulugu bolge sorumlulugunu kaldiracak diger calisma arkadaslari uyum icerisinde calismayi becerecek sirketimizi sahiplenerek calisacak uyumlu arkadaslar ariyoruz maas prim usulu calisilacaktir,tibbi mumessil,tibbi_tanitim
43,universite mezunu yasini asmamis takim calismasina uyumlu proje uretebilen planlama becerisine sahip letisim sunum ikna kabiliyeti yuksek prezentabl office programlarini kullanabilen surucu belgesi aktif surus deneyimi olan seyahat engeli bulunmayan askerlik gorevini tamamlamis sertifikasina sahip bursa ilinde ikamet eden adaylarin basvurulari degerlendirilecektir tanimi hedefleri dogrultusunda bolgesinde bulunan doktorlara ziyaretler duzenleyerek marka urunlerinin tanitimini recete edilmesini saglamak gelistirme odakli calismak dogrultuda projeler uretmek calismalari sorumlu oldugu bolgesi ilgili arastirma analiz yapmak sonuclarini bagli bulundugu yoneticisine raporlamak sorumlu oldugu doktor eczanelerle olan firma iliskilerimizin saglikli duzenli sekilde surmesini saglamak,tibbi mumessil,tibbi_tanitim
44,genel teli kler tanimi firma bunyesinde stanbul avrupa edirne tekirdag corlu adana illerinde degerlendirilmek uzere lgili llerde ikamet eden ilgili lokasyonlarda calisacak hekim portfoyunde deneyimli ozellikle ozel hastaneler devlet hastaneleri sektorunde minimum deneyime sahip tercihen alaninda tercihen doktor eczane portfoyune sahip dermokozmetik veya ilac sektorunde deneyim sahibi ehliyet sahibi aktif arac kullanabilen office programlarina hakim erkek adaylar icin askerlik gorevini tamamlamis letisim yonu kuvvetli ekip calismalarina uyumlu kisisel gelisime acik olan yenilikci sorumluluk sahibi yaratici takim arkadaslari aramaktayiz tanimi pediatri kadin dogum noroloji diyetisyen dahiliye branslarinda faaliyet gosteren urun portfoyune sahip firmamiz icin urunlerimizin firma hedefleri dogrultusunda tanitimini satisini gerceklestirecektir,tibbi mumessil,tibbi_tanitim
45,allergo urun portfoyunde alan urunlerin duzenli hekim eczane ziyaretleriyle belirlenen hedef stratejiler dogrultusunda pazarlama satisini yapacak tibbi mumessiller aramaktayiz grubunda minimum sektor deneyimi olan tercihen pediatri bransina hakim letisim becerileri ikna kabiliyeti yuksek analitik dusunebilen takim calismasina yatkin office programlarini derecede kullanabilen tipi surucu belgesi olan derecede arac kullanabilen seyahat engeli bulunmayan erkek adaylar icin askerlik hizmetini tamamlamis,tibbi mumessil,tibbi_tanitim
46,universite mezunu ofis uygulamalarina hakim surucu belgesine sahip aktif arac kullanabilen askerlik gorevini yerine getirmis erkek adaylar icin tanimi nsan iliskilerinde uyumlu takim calismasina inanan ogrenmeye istekli kisisel gelismeye acik olan sorumluluk almayi seven insiyatif kullanabilen analitik dusunebilen planlama yapabilen duzgun olarak doktor eczane ziyaretleri yapabilecek takim arkadaslari ariyoruz,tibbi satis mumessi,tibbi_tanitim
47,tercihen diyetisyen biyolog hemsirelik mesleklerinde calismis stratejik analitik dusunce yapisina sahip girisken dinamik ekip calismasina yatkin iletisim becerisi yuksek insan iliskilerinde basarili tercihen ilac sektorunde deneyimli urunlerimizi doktorlara eczacilara anlatabilecek belirli hastanelerde arabasiz olarak bireysel calisabilecek calisma arkadaslari aramaktayiz,tibbi mumessil,tibbi_tanitim
48,universitelerin lisans veya lisans bolumlerinden mezun dermatoloji bransinda tecrubeli yeterlilik belgesi olan letisim becerisi ikna kabiliyeti yuksek olan sektor tecrubesi olan gelisime acik analitik dusunebilen takipci cozum uretebilen sonuc odakli calisan prezantabl seyahat engeli bulunmayan sinifi surucu belgesine sahip aktif olarak arac kullanabilen erkek adaylar icin askerlik gorevini tamamlamis tanimi hedeflenen musterilere ziyaret plani yapmak gerceklestirmek etik kurallar dogrultusunda tanitim satis hedeflerini gerceklestirmek sorumlu oldugu bolgede firmasini duzeyde temsil etmek duzenli raporlama yapmak,tibbi tanitim satis sorumlusu,tibbi_tanitim
49,universitelerin lisans veya lisans bolumlerinden mezun noroloji kadin dogum branslarinda tecrubeli letisim becerisi ikna kabiliyeti yuksek olan yeterlilik belgesi olan gelisime acik takipci cozum uretebilen sonuc odakli calisan prezantabl seyahat engeli bulunmayan sinifi surucu belgesi olan aktif olarak arac kullanabilen erkek adaylar icin askerlik gorevini tamamlamis tanimi hedeflenen musterilere ziyaret plani yapmak gerceklestirmek etik kurallar dogrultusunda tanitim satis hedeflerini gerceklestirmek sorumlu oldugu bolgede firmasini duzeyde temsil etmek duzenli raporlama yapmak,tibbi tanitim satis sorumlusu,tibbi_tanitim
50,royal nutrition urun portfoyunde alan urunlerin duzenli hekim eczane ziyaretleriyle belirlenen hedef stratejiler dogrultusunda calisabilecek universite veya yuksek okul mezunu saglik sektorunde satis tecrubesine sahip tercihen pediatri uzmanliginda tecrubesi olan kilit hekim iliskileri kuvvetli musteri basari odakli mesleki donanimi yuksek sonuclarinda iddiali doktor eczane ziyaretleri duzenleyerek sunumlar gerceklestirebilecek ziyaretler sonrasi analizler yapabilecek takim arkadaslari aramaktayiz,tibbi satis mumessili,tibbi_tanitim
51,genel teli kler yillik universite mezunu sektorunde tercihen nadir hastaliklar alaninda tecrubeli surucu belgesine sahip aktif olarak arac kullanan office uygulamalarina hakim sertifikasina sahip erkek adaylar icin askerlik gorevini tamamlamis tanimi satis hedeflerini gerceklestirmek uzere saglik meslegi mensuplari arasinda sanofi genzyme sorumlulugundaki nadir hastaliklarin farkindaligini artirmak sirket stratejileri dogrultusunda sorumlu oldugu markalarin tanitim faaliyetlerini gerceklestirmek,bilimsel tanitim sorumlusu,tibbi_tanitim
52,tanimi ziyaret tanitimdan sorumlu oldugu saglik calisanlarina yonelik tanitim faaliyetlerini doktor grup aktivitesi eczane grup aktivitesi urun bilgilendirme yemegi nobet sunum tanitim numune dagitimi gorsel malzeme calismalari yuruterek belirlenen hedefler cercevesinde tanitim tekniklerini hekim eczane ziyaretlerinde uygulamak saglik calisanlarina urunlerin resmi otoritelerce onaylanmis endikasyonlari kapsaminda urun tanitimini yapmak urunlerin yaygin olarak bilinirligini saglamak eczaneleri tanitim kampanyalari hakkinda bilgilendirmek urunlerin eczanelerdeki tuketimlerini stoklarini takip etmek,urun tanitim uzmani gaziantep onkoloji,tibbi_tanitim
53,universite mezunu ofis uygulamalarina hakim surucu belgesine sahip aktif arac kullanabilen askerlik gorevini yerine getirmis erkek adaylar icin tanimi nsan iliskilerinde uyumlu takim calismasina inanan ogrenmeye istekli kisisel gelismeye acik olan sorumluluk almayi seven insiyatif kullanabilen analitik dusunebilen planlama yapabilen duzgun olarak doktor eczane ziyaretleri yapabilecek takim arkadaslari ariyoruz,tibbi satis mumessi,tibbi_tanitim
54,yasini asmamis tercihen sektorunde deneyimli surucu ehliyeti olan arac kullanim deneyimine sahip seyahat engeli olmayan askerligini yapmis erkek adaylar icin lisans mezunu,tibbi mumessil,tibbi_tanitim
55,universitelerin yillik bolumlerinden mezun benzer pozisyonda deneyimi olan sertifikasi sahibi sinifi surucu ehliyetine sahip aktif olarak arac kullanabilen office programlarina hakim seyahat engeli bulunmayan erkek adaylar icin askerlik hizmetini tamamlamis tanimi ziyaret plani dogrultusunda doktor eczanelere tanitim yapmak eczanelerde recete kontrolunu gerceklestirmek siparisleri almak belirlenen tanitim satis hedefleri dogrultusunda gunluk haftalik aylik calisma planini olusturmak uygulamak sorumlulugundaki pazar faaliyetlerini takip etmek,tibbi mumessil,tibbi_tanitim
56,calistigi bolge belirlenen satis hedeflerine ulasilmasi icin gerekli calismalarda bulunmak amacla hekim eczane ziyaretleri planlamak aranan nitelikler tercihen universitelerin biyomedikal saglik bilimleri veya biyoloji bolumlerinden mezun ilac sektorunde fazla deneyimli veya deneyimsiz ogrenmeye istekli dinamik office programlari internet mail kullanimina hâkim yogun temposuna esnek calisma saatlerine uyum saglayabilecek gorunusune kisisel bakimina ozen gosteren prezentabl satis iletisim becerileri yuksek insan iliskilerinde basarili surucu belgesine sahip olan aktif olarak arac kullanabilen sehirler arasi seyahat engeli olmayan yogun temposuna uyum saglayabilecek ekip calismasina yatkin yaptigi sahiplenen sonuca goturen erkek adaylar icin askerligini tamamlamis,tibbi satis mumessili,tibbi_tanitim
57,universite mezunu ofis uygulamalarina hakim surucu belgesine sahip aktif arac kullanabilen askerlik gorevini yerine getirmis erkek adaylar icin tanimi nsan iliskilerinde uyumlu takim calismasina inanan ogrenmeye istekli kisisel gelismeye acik olan sorumluluk almayi seven insiyatif kullanabilen analitik dusunebilen planlama yapabilen duzgun olarak doktor eczane ziyaretleri yapabilecek,tibbi satis mumessi,tibbi_tanitim
58,universite mezunu ofis uygulamalarina hakim surucu belgesine sahip aktif arac kullanabilen askerlik gorevini yerine getirmis erkek adaylar icin tanimi nsan iliskilerinde uyumlu takim calismasina inanan ogrenmeye istekli kisisel gelismeye acik olan sorumluluk almayi seven insiyatif kullanabilen analitik dusunebilen planlama yapabilen duzgun olarak doktor eczane ziyaretleri yapabilecek takim arkadaslari ariyoruz,tibbi satis mumessi,tibbi_tanitim
59,universite mezunu ofis uygulamalarina hakim surucu belgesine sahip aktif arac kullanabilen askerlik gorevini yerine getirmis erkek adaylar icin tanimi nsan iliskilerinde uyumlu takim calismasina inanan ogrenmeye istekli kisisel gelismeye acik olan sorumluluk almayi seven insiyatif kullanabilen analitik dusunebilen planlama yapabilen duzgun olarak doktor eczane ziyaretleri yapabilecek takim arkadaslari ariyoruz,tibbi satis mumessi,tibbi_tanitim
60,universite mezunu tercihen sektorunde deneyimli nsan iliskileri kuvvetli letisim gucu sunum becerisi yuksek hedef sonuc odakli kabiliyeti yuksek ekip calismasina yatkin ofis programlari bilgisayar kullaniminda etkin dinamik kendisini gelistirmeye acik seyahat engeli bulunmayan surucu belgesi olan arac kullanim deneyimine sahip askerligini yapmis erkek adaylar icin tibbi mumessil takim arkadaslari ariyoruz,tibbi mumessil,tibbi_tanitim
61,universite mezunu sektorunde minimum saha satis deneyimi olan tercihen kardiyoloji alaninda ofis uygulamalarinda yetkin seyahat engeli bulunmayan basari odakli ofis disinda yogun tempoda calismaya istekli aktif arac kullanan askerlik gorevini tamamlamis erkek adaylar icin tanimi erzurum cevresinde urunlerimizin tanitiminin yapilmasi,tibbi tanitim sorumlusu,tibbi_tanitim
62,universite mezunu sektorunde minimum saha satis deneyimi olan tercihen alaninda eczane hekim kanalina hakim ofis uygulamalarinda yetkin seyahat engeli bulunmayan basari odakli ofis disinda yogun tempoda calismaya istekli aktif arac kullanan askerlik gorevini tamamlamis erkek adaylar icin tanimi stanbul cevresinde urunlerimizin tanitiminin yapilmasi,tibbi tanitim sorumlusu,tibbi_tanitim
63,good communication skills selling skills english turkish experience sales medical sector compatible with team work planning monitoring reporting,medical representative,tibbi_tanitim
64,capi cade cilt gunes serisi aralik tibari turkiye pazarina girmistir turkiye dermatolog eczane kanali satis tanitimini yapmaktadir universite yada mezunu tercihen dermatoloji bransina calismis satis konusunda deneyimli tercihen dermokozmeti yada analitik dusunebilen rapor ekip calismasina yatkin yaratici yenilikci problem cozme yetenegine sahip office programlarini kullanabilen kolay etkili iletisim kurabilen prezantabl diksiyonu duzgun gule ryuzlu ikna kabiliyeti yuksek erkek adaylar icin askerligini yapmis seyahat engeli olmayan aktif arac kullanabilen tanimi,bolge sorumlusu,tibbi_tanitim
65,stanbul urun portfoyunde alan urunlerin duzenli hekim eczane ziyaretleriyle belirlenen hedef stratejiler dogrultusunda pazarlama satisini yapacak tibbi satis mumessilleri aramaktayiz grubunda minimum sektor deneyimi olan tercihen doktor eczane portfoyu olan letisim becerileri ikna kabiliyeti yuksek tercihen uroloji pediatri kadin dogum hekim portfoyu olan analitik dusunebilen takim calismasina yatkin office programlarini derecede kullanabilen tipi surucu belgesi olan derecede arac kullanabilen seyahat engeli bulunmayan erkek adaylar icin askerlik hizmetini tamamlamis,tibbi satis mumessili,tibbi_tanitim
66,medikal sektorde lider oncu kurulus olan sirketimizin gelisen buyuyen organizasyonuna paralel olarak asagida belirtilen kriterler dogrultusunda takim arkadaslari arayisimiz bulunmaktadir buna gore stanbul anadolu yakasinda ikamet eden lisans mezunu erkek adaylar icin askerlik sorunu olmayan tercihen satis deneyimine sahip prezantabl insan iliskileri kuvvetli herhangi saglik seyahat problemi olmayan aktif arac kullanabilen sinifi surucu belgesine sahip,tibbi tanitim satis sorumlusu,tibbi_tanitim
67,stanbul avrupa yakasinda gorevlendirmek uzere kadin dogum uroloji fizik tedavi ortopedi alaninda tecrubeli lisans veya lisans programlarindan mezun tecrubeli bilgisayar kullanimi ofis uygulamalarina hakim nsan iliskilerinde basarili takim calismasina yatkin goruntusune onem gosteren diksiyonu duzgun ehliyeti olan aktif arac kullanabilen erkek adaylar icin askerlik gorevini tamamlamis seyahat engeli olmayan esnek calisma saatlerine uygun bayan tibbi satis mumessili alinacaktir,tibbi satis mumessili,tibbi_tanitim
68,universite mezunu ofis uygulamalarina hakim surucu belgesine sahip aktif arac kullanabilen askerlik gorevini yerine getirmis erkek adaylar icin tanimi nsan iliskilerinde uyumlu takim calismasina inanan ogrenmeye istekli kisisel gelismeye acik olan sorumluluk almayi seven insiyatif kullanabilen analitik dusunebilen planlama yapabilen duzgun olarak doktor eczane ziyaretleri yapabilecek takim arkadaslari ariyoruz,tibbi satis mumessi,tibbi_tanitim
69,tibbi tanitim satis temsi firmamizda samsun ilinde cevre illerde gorevlendirilmek uzere urunlerimizin tanitimini sekilde yaparak satis hedeflerini gerceklestirecek insan iliskilerinde basarili gelismeye acik takim arkadaslarina ihtiyacimiz vardir adaylarda aranan ozellikler universitelerin biyoloji kimya eczacilik genetik veterinerlik pazarlama bolumlerinden mezun sektorunde deneyimli yabanci bilen tercihen ngilizce seyahate engeli olmayan letisim becerileri kuvvetli takim calismasina yatkin sonuc odakli surucu belgesine sahip aktif araba kullanabilen urun tanitim elemani yeterlilik egitimi sertifika basvurusu gerekmektedir lgilenen adaylarin ozgecmislerini tarihine kadar gondermeleri gerekmektedir basvurulariniz kesinlikle gizli tutulacaktir,tibbi tanitim satis temsilcisi,tibbi_tanitim
70,universite mezunu ofis uygulamalarina hakim surucu belgesine sahip aktif arac kullanabilen askerlik gorevini yerine getirmis erkek adaylar icin tanimi nsan iliskilerinde uyumlu takim calismasina inanan ogrenmeye istekli kisisel gelismeye acik olan sorumluluk almayi seven insiyatif kullanabilen analitik dusunebilen planlama yapabilen duzgun olarak doktor eczane ziyaretleri yapabilecek takim arkadaslari ariyoruz,tibbi satis mumessi,tibbi_tanitim
71,genel teli kler pierre fabre grubu arastirma gelistirme kulturune etik farmasotik degerlere sahip yili askin suredir halk sagligina hizmet eden ikinci buyuk bagimsiz fransiz farmasotik firmasidir ulkedeki binin uzerinde calisani firmanin ilac aile sagligi dermo kozmetik alanlarindaki mukemmeliyetcilik yenilikcilige duydugu arzuya ortak olmaktadir grup yilinda milyon euro ciroya ulasmistir cirosunun uluslararasi calismalardan elde edilmektedir ulkede istiraki bulunan pierre fabre grubu ulkede faaliyet gostermektedir grup ilactan elde ettigi karin anlamli yuzdesini onkoloji dermatoloji noropsikiyatri alanlarinda yurutmekte oldugu calismalarina aktarmaktadir nsana deger veren firma olarak ilkemiz egitim gormus temsil sunum ikna yetenegine sahip etik degerleri benimseyerek surekli gelistirmeyi hedefleyen basari odakli analitik stratejik dusunme becerisine sahip adaylari egitimlerle destekleyerek gelecegin yonetim kadrolarini kendi icimizden yetistirmektir pierre fabre dermokozmetik medikal tanitim muduru bagli olarak calisacak stanbul ikamet eden tibbi tanitim sorumlusu ariyoruz nasil ariyoruz yillik lisans universite mezunu olan uzman doktor dermotoloji pediatri ozel hastane muayenehane calismalari yapacak sektorunde deneyimli belgesine kazanmis planlama raporlama organizasyon zaman yonetiminde yetkin sinifi surucu belgesi aktif surus deneyimi olan office programlarina ozellikle powerpoint excel uygulamalarina hakim stanbul ikamet eden seyahat konusunda esnekligi olan erkek adaylar icin askerlik gorevini tamamlamis tanimi sorumlu medikal tanitim muduru bagli olarak calisacak sorumluluk alaninda rekabet potansiyel pazar satis analizlerini yapmak sirket hedefleri dogrultusunda planini olusturmak pazarlama tanitim planlarina uygun olarak sorumlu oldugu urunleri doktorlara tanitmak haftalik aylik duzenli raporlamalari gerceklestirmek,tibbi tanitim sorumlusu,tibbi_tanitim
72,universite mezunu ofis uygulamalarina hakim surucu belgesine sahip aktif arac kullanabilen doktor eczane portfoyu olan askerlik gorevini yerine getirmis erkek adaylar icin tanimi nsan iliskilerinde uyumlu takim calismasina inanan ogrenmeye istekli kisisel gelismeye acik olan sorumluluk almayi seven insiyatif kullanabilen analitik dusunebilen planlama yapabilen duzgun olarak doktor eczane ziyaretleri yapabilecek takim arkadaslari ariyoruz,tibbi satis mumessi,tibbi_tanitim
73,universite mezunu ofis uygulamalarina hakim surucu belgesine sahip aktif arac kullanabilen askerlik gorevini yerine getirmis erkek adaylar icin tanimi nsan iliskilerinde uyumlu takim calismasina inanan ogrenmeye istekli kisisel gelismeye acik olan sorumluluk almayi seven insiyatif kullanabilen analitik dusunebilen planlama yapabilen duzgun olarak doktor eczane ziyaretleri yapabilecek,tibbi satis mumessi,tibbi_tanitim
74,esdegeri muadi olmayan laclariyla tanitim faali yetleri devam eden rketi gelecegini kazanmak isteyen mucadele ruhuna sahip takim calismasina uyum saglayabilen disa donuk yaratici iletisim becerileri guclu sektorunde daha once benzer pozisyonda calismamis office programlarini derecede kullanabilen universite meslek yuksek okulu lise mezunu yasini asmamis surucu belgesine sahip aktif arac kullanabilen duzenli seyahat edebilecek askerlik gorevini tamamlamis erkek adaylar tibbi tanitim temsilcisi takim adaslari aranmaktadir tanimi bolge muduru bagli olarak urunlerin doktor eczacilara yonelik tanitimini gerceklestirmek bolgesi dahilinde hedef unite doktorlara belirlenen hedef stratejiler dogrultusunda ziyaretler yapmak bolgesi dahilinde bulunan rekabeti takip etmek olusturulan aylik calisma programini eksiksiz sekilde gerceklestirmek raporlamak,tibbi mumessil,tibbi_tanitim
75,uroloji bransinda uzun yillardir basariyla faaliyet gosteren firmamiz icin yaratici dinamik kisiligi sirketimizin surekli buyuyen yenilikci yapisiyla uyumlu calisabilecek profesyonel ekibimizin kadrosuna talip olan adaylar farmakoloji anotomi urun bilgisi gibi mesleki egitim surecinden gectikten sonra basarili olmalari durumunda tibbi satis temsilcisi olarak ekibimize katilmaya kazanacaktir belirtilen illerde ikamet eden asagidaki ozelliklere sahip tibbi satis temsilcisi adaylari aranmaktadir aranan nitelikler universite veya meslek yuksek okulu mezunu dinamik sorumluluk sahibi ekip calismasina yatkin letisim becerileri kuvvetli ikna kabiliyeti yuksek seyahat engeli olmayan surucu belgesine sahip guvenli arac kullanan cozum odakli etkin planlama yapabilen erkek adaylarda askerlik gorevini tamamlamis,tibbi mumessil,tibbi_tanitim
76,lise mezunu letisim becerisi ikna kabiliyeti yuksek nsan iliskilerinde basarili ekip calismasina yatkin cozum sonuc odakli analitik gelisime acik sunum satis yetkinlikleri yuksek sektorde deneyimli office uygulamalarina hakim sinifi ehliyete sahip aktif arac kullanabilen erkek adaylar icin askerlik hizmetini tamamlamis seyahat engeli olmayan bayan tanimi antalya ilinde gorevlendirilmek uzere sirket stratejileri cercevesinde sorumlu oldugu bolgede firma urunlerinin tanitim satisini gerceklestirecek ecza deposu eczane ziyaret plani olusturarak duzenli ziyaretlerde bulunacak ziyaret raporu hazirlayarak yoneticisine sunacak sorumlulugunda bulunan urunlerin sirket stratejileri dogrultusunda eczanelere tanitimini yaparak urunlerin bilinirligini artiracak urun tanitimlari icin aktiviteler planlayip uygulayacak calistigi eczanelerin stok analizini yaparak urun satis sartlarini sunacak takim arkadaslari ariyoruz,tibbi mumessil,tibbi_tanitim
77,tibbi mumessil bayan urun sorumlusu belli egitim surecinden gecirilip yetistirilmek uzere universite mezunu askerligini yapmis erkek adaylar icin kolay etkili iletisim kurabilen diksiyonu duzgun sabirli ogrenmeye acik analitik dusunebilen prezentabl satis pazarlamaya yatkin aktif arac kullanabilen saglik sektorune yakin sorumluluk yuklenebilecek elemanlar aranmaktadir,tibbi mumessil,tibbi_tanitim
78,helba saglik hizmetleri alaninda yilindan yana faaliyet gosteren welfar ilac bunyesinde bulunan helba pazarlama sirketi yilindan beri turkiye pazarinda calismalarini surdurmektedir uluslararasi ilac sirketi olan helba dunya capinda fazla calisani bulunmaktadir agirlikli olarak jinekoloji ortopedi fizik tedavi dahiliye gastroenteroloji noroloji psikiyatri pediatri dermatoloji hekimligi branslarinda faaliyet gosteren helba istikrarli sekilde gelisen buyuyen organizasyonunda degerlendirmek uzere asagidaki niteliklere sahip tecrubeli veya yetistirilmek uzere akut kronik grubunda gorevlendirilecek tibbi tanitim satis temsilcileri aranmaktadir universite mezunu seyahat engeli bulunmayan sinifi surucu ehliyetine sahip aktif arac kullanabilen takim calismasina yatkin insan iliskilerinde uyumlu sonuc cozum odakli letisimi kuvvetli tercihen ngilizce bilen erkek adaylar icin askerlik hizmetini tamamlamis tibbi satis mumessili adaylarinin basvurularini bekliyoruz,tibbi satis mumessili,tibbi_tanitim
79,genel teli kler tanimi saglik spor alaninda faaliyet gostermekte olan firmamizin bolumune beylo markasinin satis faaliyetleri icin alaninda tecrubeli planlama organizasyon yetenegine sahip letisim temsil becerileri yuksek aktif arac kullanabilen seyahat engeli olmayan gorunusune ozen gosteren zamanli calisabilecek takim arkadaslari aramaktayiz hekim eczane ziyaretleri yaparak beylo markasina yeni gelecek urunlerin tanitimini satisini gerceklestirmek calistigi bolgede beylo markasina urunlerin recete sayisinin satis yapilan eczane sayisinin artmasi icin gerekli faaliyetleri organize etmek yurutulen faaliyetleri duzenli olarak raporlamak eczane uygulamalar gerceklestirmek dermatoloji pediatri cerrahi yogun bakim klinikleri secilmis eczanelere recete satis amacli ziyaretler gerceklestirmek stanbul zmir antalya adana illeri icin tibbi tanitim sorumlusu adaylari aranmaktadir,tibbi tanitim satis sorumlusu,tibbi_tanitim
80,universite mezunu ofis uygulamalarina hakim surucu belgesine sahip aktif arac kullanabilen askerlik gorevini yerine getirmis erkek adaylar icin tanimi nsan iliskilerinde uyumlu takim calismasina inanan ogrenmeye istekli kisisel gelismeye acik olan sorumluluk almayi seven insiyatif kullanabilen analitik dusunebilen planlama yapabilen duzgun olarak doktor eczane ziyaretleri yapabilecek,tibbi satis mumessi,tibbi_tanitim
81,universite mezunu ofis uygulamalarina hakim surucu belgesine sahip aktif arac kullanabilen askerlik gorevini yerine getirmis erkek adaylar icin tanimi nsan iliskilerinde uyumlu takim calismasina inanan ogrenmeye istekli kisisel gelismeye acik olan sorumluluk almayi seven insiyatif kullanabilen analitik dusunebilen planlama yapabilen duzgun olarak doktor eczane ziyaretleri yapabilecek,tibbi satis mumessi,tibbi_tanitim
82,universite mezunu ofis uygulamalarina hakim surucu belgesine sahip aktif arac kullanabilen askerlik gorevini yerine getirmis erkek adaylar icin tanimi nsan iliskilerinde uyumlu takim calismasina inanan ogrenmeye istekli kisisel gelismeye acik olan sorumluluk almayi seven insiyatif kullanabilen analitik dusunebilen planlama yapabilen duzgun olarak doktor eczane ziyaretleri yapabilecek,tibbi satis mumessi,tibbi_tanitim
83,universite mezunu ofis uygulamalarina hakim surucu belgesine sahip aktif arac kullanabilen askerlik gorevini yerine getirmis erkek adaylar icin tanimi nsan iliskilerinde uyumlu takim calismasina inanan ogrenmeye istekli kisisel gelismeye acik olan sorumluluk almayi seven insiyatif kullanabilen analitik dusunebilen planlama yapabilen duzgun olarak doktor eczane ziyaretleri yapabilecek,tibbi satis mumessi,tibbi_tanitim
