genel_nit_is_tanimi,ilan_baslik,label
degisen calisma dunyasinda kaynak danismanlik hizmetleri sunmak icin yola cikan btpartner sektorden edinilen yili askin deneyimi arkasina katarak ortak kazanimlari artirmaya yonelik stratejiler belirlemeyi hedeflemis musteri odakli genc dinamik sirkettir asagidaki nitelikler konusunda deneyimli gomulu yazilim muhendisi ariyoruz universitelerin muhendislik fakultelerinin bilgisayar elektrik elektronik yazilim bolumlerinden mezun olmak arasinda gomulu konusunda gelistirme deneyimine sahip olmak gomulu linux ortamlarinda tecrubeli olmak letisim becerileri guclu analitik dusunme becerisine sahip ekip calismasina yatkin problem becerileri gelismis olmak ngilizce yazili sozlu aktif olarak kullanma becerisine sahip olmak askerligini tamamlamis veya tecil hakkina sahip olmak,gomulu yazilim muhendisi,bilisim_telekom
lcwaikiki markasi turkiye degerli markalar siralamasinda hazir giyim magazacilik sektorunde sirada alan sirketimiz yaklasik milyar ciro hedefi ulkede askin calisani yurtici yurtdisi olmak uzere toplamda uzerinde magazasi turkiye buyuk gruplarindan birisi olarak hizla buyuyor yilinda avrupa basarili giyim perakendecisinden biri olma vizyonumuzu gerceklestirmek uzere hizla buyuyen grubumuzda bilgisayar operatoru olarak aramiza katilacak ekip arkadasimizi ariyoruz aranan teli kler lisans mezunu microsoft office programlarini duzeyde kullanabilen duzenli titiz dikkatli calisabilecek ogrenme gelisime acik problem cozme yetkinligine yazili sozlu iletisim becerine sahip erkek adaylar icin askerlik ilisigi olmayan tecilli stanbul avrupa yakasinda ikamet eden tanimi kesim planinda alan modellerin atolye tanimlamalarinin gerceklesmesi sevkinin tamamlanmasina kadar olan sistemsel sureclerin organize edilmesi tedariklere kesim oncesinde sonrasinda modellerle ilgili bilgilendirme yapilmasi kesim dosyasi bazinda cikacak olan fire miktarinin torba bant meto etiketi hesabinin kontrollu yapilmasi kayit altina alinmasi surec iyilestirme calismalarinin yapilmasi,sayar operatoru,bilisim_telekom
kurulusu yilina dayanan konveyor stanbul eskisehir manisa polonya daki toplam alti fabrikasi calisani sektorunde lider beyaz esya firmalarina sanayi alaninda hizmet vermektedir nsan kaynaginin onemini benimseyen firmamizin temel amaci mutlak musteri memnuniyetidir amaca hizmet ederek konveyor ailesinin parcasi olmasini arzu ettigimiz stanbul serbest bolge fabrikamizda gorevlendirilmek uzere universitelerin bilgi teknolojileri mekatronik bolumlerinden mezun visual studio veya dilinde gelistirebilen tercihen devexpress komponentleri kullanabilen programlamayi bilen otomasyon uygulamalarini bilen tercihen xamarin veya native mobil uygulama gelistirebilen diline hakim service windows service uygulamalarini bilen teknik ngilizcesi olan yazilim gelistirme bolumunde tecrubesi olan analitik dusunme becerisine sahip takim calismasina yatkin seyahat engeli olmayan sinifi ehliyet sahibi olan erkek adaylar icin askerligini tamamlamis yazilim muhendi aramaktayiz tanimi fabrikamizda yeni kurulacak olan veri toplama sisteminin faal kalmasini saglamak veri toplama sisteminde kullanilan yazilimin gelistirmesini saglamak veri toplama sisteminde toplanan datalarin daha verimli kullanilabilmesi icin raporlari gelistirmek,yazilim muhendisi,bilisim_telekom
sirketimizin gayrettepe deki merkez ofisinde gorevlendirilmek uzere universitelerin muhendislik bolumlerinden mezun server alaninda uzeri profesyonel deneyimi olan nesne yonelimli servis yonelimli programlama uygulamalari konusunda deneyimli yazilim gelistirme surecleri veri tabani veri mimarisi surec modellemesi konularinda bilgi sahibi proje tecrubesi yuksek proje yonetim metodlarina test sureclerine hakim katmanli yazilim mimarisi forms entity framework konularinda bilgi sahibi tercihen ssrs ssis ssas konularinda bilgi sahibi tercihen javascript jquery json gibi client side kavramlari hakkinda bilgisi olan tercihen hibrit mobil uygulama gelistirme konusunda bilgisi tecrubesi olan angular apache cordova ionic framework literaturu takip edebilecek seviyede ngilizce bilgisine sahip ekip calismasina onem veren yazili sozlu iletisim becerileri gelismis problem cozme kabiliyetine analitik dusunce yapisina sahip yeni teknolojiler ogrenmeye surekli gelisime onem veren erkek adaylar icin askerligini tamamlamis veya tecilli tanimi uluslu kurumsal firmalar icin gelistirilecek yenilikci projelerde gorev alacak dinamik yazilim gelistirme ortaminda bilgi paylasimina acik gelistirme ekibiyle yazilim gelistirecek yazilimlarin tasarimindan kullanima alinmasina kadar gecen sureclerde alacak gerektiginde musteri gerceklestirilecek surec toplantilarina katilacak,yazilim gelistirme muhendisi,bilisim_telekom
sirketimizin gayrettepe deki merkez ofisinde gorevlendirilmek uzere universitelerin ilgili bolumlerinden mezun microsoft urun ailesinden ssis ssas tabular modeli konusunda tecrubeli power query programlama dilinde veri ambari yonetimi konusunda tecrubeli raporlama konusunda tecrubeli sureclerine hakim power raporlama araci konusunda tercihen deneyimi olan seviyede ngilizce bilgisine sahip yazili sozlu iletisim becerileri gelismis problem cozme kabiliyetine analitik dusunme yetisine sahip yeni teknolojiler ogrenmeye surekli gelisime onem veren erkek adaylar icin askerligini tamamlamis veya tecilli tanimi birimlerinden gelen talepler dogrultusunda analiz calismalarini gerceklestirecek veri modellemesi yapabilecek veya varolan veri modelini analiz edip ilgili aksiyon adimlarini planlayip yonetebilecek olusturulan veri modelleri uzerinde dili veriyi isleyebilecek sorumlu oldugu raporlar ilgili olarak problem cozum destegi verecek lgili durumlarda diger birimlerle goruserek taleplerin isleyisini kontrol edecek,zekasi uzmani power,bilisim_telekom
sirketimizin gayrettepe deki merkez ofisinde gorevlendirilmek uzere universitelerin bilgisayar muhendisligi matematik muhendisiligi veya yazilim muhendisligi bolumlerinden mezun dynamics online platformunda gelistirme yapmis programlama tercihen server tecrubesine sahip tercihen service bilgisi olan veri modelleyebilen dikkatli sorumluluk sahibi analitik dusunebilen letisim koordinasyon becerilerinde kuvvetli leri seviyede ngilizce bilen erkek adaylar icin askerlik yukumlulugu bulunmayan veya tecilli tanimi dynamics sistem tasarimi yapmak dynamics platformu uzerinde ozellestirmeler yapmak varlik form kurallari ozellestirmeleri yapmak leri seviye surecler olusturmak javascript temelli form ozellestirmeleri yapmak dilini kullanarak plugin yazmak entegrasyon calismalari yapmak,dynamics gelistirme uzmani,bilisim_telekom
asagidaki niteliklere sahip sirketimiz bunyesinde gorevlendirilecek genc yetenekler ariyoruz universitelerin yalnizca muhendislik bolumlerinde sinif ogrencisi olan yeni mezun ogrenmeye acik yazilim alaninda kariyer hedefleyen staji okul tarafindan zorunlu olan gonullu staj yapmak isteyen letisimi guclu takim calismasina yatkin yeni teknolojiler ogrenmeye surekli gelisime onem veren sonuc odakli haftada devam edebilecek tanimi gayrettepe bulunan ofisimizde gorevlendirilmek uzere yazilim stajyeri alinacaktir,yazilim stajyeri,bilisim_telekom
genel teli kler bilgisayar muhendisligi veya ilgili lisans programindan mezunu platformu programlama diline hakim nesneye yonelik analiz tasarim gelistirme konularinda bilgi sahibi tercihen yazilim gelistirme konusunda proje deneyimine sahibi tercihen ortaminda gelistirme yapmis endustri konusunda bilgi sahibi olan tasarim kaliplari konusunda bilgi sahibi analitik dusunce yapisina sahip arastirmaci ruhlu kesfetmeye gelismeye acik basina problem cozme becerisine sahip nisiyatif alabilen takim calismasina yatkin duzeyde ngilizce bilgisine sahip erkek adaylar icin askerlik hizmetini tamamlamis veya tecilli olan tanimi dijital donusum projelerinde gorevlendirilmek uzere platform uygulama yazilimlarinin gereksinim analizi tasarimi gelistirilmesi entegrasyonu faaliyetlerini gerceklestirecek yazilim muhendisi takim arkadaslari ariyoruz yazilim muhendisi olarak gereksinim analizi yapacak gereksinimleri belirleyeceksiniz goreviniz yazilim analiz tasarim faaliyetlerini gerceklestirmek gereksinimleri karsilayacak yazilim gelistirme faaliyetlerini gerceklestirerek kaliteli yazilim olusmasini saglamak olacaktir karsilastiginiz problemleri cozmeyi kaliteli urun ortaya cikarmayi hedefleyeceksiniz ozetle sorumluluklari yerine getirirken kuvvetli insan iliskileri proje ekipleri icerisinde uyumlu calisabilme kendini zamanini dogru yonetme sistematik planli calisma problem cozme yuksek analiz iletisim becerisi gibi yeteneklerinizi yogun sekilde kullanmaniz gerekecektir arastirmaci analitik yaratici yenilikci dusunup sonuc odakli yaklasimlar sergileyip yuksek analiz yeteneginizle yazilim muhendisligi kimliginiz yaninda yapilan tasarima bagli olarak leri olusturan ogelerin kaynak kodlarini uretecek yazilim ogelerinin birim testlerini gerceklestirmeniz beklenmektedir msoft hakkinda simsoft simulasyon sistemleri ciddi oyun uygulamalari askeri yazilimlar ilgili arastirma gelistirme projeleri gelistirmek amaciyla yilinda kurulmustur bugune kadar sivil askeri kuruluslar tarafindan kullanilan yuzlerce simulatoru gelistirmis cesitli alanlarda gelistirdigi yazilim urunlerini uluslararasi alanda taninmis musterilerine teslim etmistir yili askin suredir dikkate deger ilerleme gostermis yilinda deloitte arastirmasiyla avrupa orta dogu afrika ulkelerindeki hizli buyuyen sirketten biri olarak odullendirilmistir yilinda yine deloitte tarafindan yapilan arastirmaya gore turkiye hizli buyuyen teknoloji sirketi arasinda yerini almistir ayni icinde kazandigi aselsan yazilim tasarim kristal piksel ciddi oyun itsec dunyanin buyuk modelleme simulasyon egitim konferansi mobil oyun odulleriyle yurt icinde dunyada yukselen basari grafigini surdurmustur yilinda bilgi guvenligi yonetimi sistemi sertifikasini almaya kazanmistir simsoft merkezi ankara daki odtu teknokent tedir ayrica bilkent cyberpark stanbul tampa florida askabat ofisleri kuruluslari bulunmaktadir anda cmmi seviye sertifikasina sahip olan simsoft oyun simulasyon savunma havacilik sistemleri arac simulatorleri gorsel sistemler olmak uzere grupta faaliyet gostermektedir grubun kendi uzmanlik alanlarinda ileri teknolojilere dayali hizmet urunleri bulunmaktadir buyuk cogunlugu muhendislerden olusan simsoft calisanlarinin sayisi asmistir,yazilim muhendisi,bilisim_telekom
sektorunde lider ortagimiz icin leri seviyede bilgisine sahip autocad yetkinligi olan yazilim uzmani ekip arkadaslari ariyoruz universitelerin ilgili uhendislik bolumlerinden mezun leri seviyede bilgisine sahip autocad yetkinligi olan tercihen enerji nsaat sektoru projelerinde gorev almis nalizi urec odelleme konularinda bilgili azilim alaninda tecrubeli erkek adaylar icin askerlik gorevini tamamlamis veya tecil seyahat engeli bulunmayan stanbul ikamet eden asagidaki basliklar ilgili yetkinlik sahibi ileri seviye tsql view function solid entity framework javascript jquery html restful,yazilim uzmani,bilisim_telekom
turkuvaz medya grubu bunyesinde bulunan kurumsal uygulamalarin gelistirilmesi takibi bakimi sureclerinde gorevlendirilmek uzere yazilim uzmani arayisimiz bulunmaktadir universitelerin ilgili bolumlerinden mezun uygulamalari gelistirmek konusunda deneyimli seviyede sozlu yazili ngilizce bilgisine sahip diline hakim object oriented programing konusunda bilgili liskisel veritabanlari oracle mysql mssql uygulama gelistirmis html javascript bilgisine sahip araclari kullanabilen linux isletim sistemi hakkinda temel bilgiye sahip tercihen konusunda deneyimli arastirmayi seven kendini gelistirmeyi onemseyen takim calismasina uyum saglayabilen erkek adaylar icin askerlik hizmetini tamamlamis veya tecilli olan adaylar aranmaktadir,yazilim uzmani,bilisim_telekom
ticaret uygulamalari gelistirmede tecrubeli core node uygulama gelistirmis kubernates docker kullanabilen admin panel uygulamalari icin tercihen react veya benzeri javascript kutuphane framework kullanmis mssql veritabani stored procedure trigger view konusunda deneyimli nosql mongodb cosmodb tecrubeli entity framework core nhibernate veya benzeri kullanmis object oriented programming temellerini kullaniyorsan software patterns konusunda bilgi sahibi katmanli mimaride uygulama gelistirmis webapi restful servislerle gelistirme tecrubeli agile ortamlarda urun gelistirmis jira kullanma tecrubesi olan scrum temellerine hakim visual studio code uzerinde uygulama gelistirmis ekip arkadasi ariyoruz,yazilim uzmani backend developer,bilisim_telekom
merkezi stanbul bulunan sube ofisimizi guclendirmek amaciyla herhangi kariyer seviyesinde olan junior middle senior lead java gelistirici ariyoruz universitelerin bilgisayar muhendisligi bilgisayar programciligi yada yazilim muhendisligi bolumlerinden mezun windows veya ortaminda kurulum gelistirme tasarim entegrasyon alanlarinda deneyimli uzeri arayuz gelistirme deneyimi html javascript hakkinda ileri derece bilgi sahibi olunmasi angular bootstrap react gibi frameworklerde deneyim sahibi olunmasi arayuz tasarimi kullanici deneyimi konusunda bilgi sahibi olunmasi arastirmaci cozum odakli kendini gelistirmek isteyen takim calismasina yatkin uyumlu derecede ngilizce iletisim becerileri konusma okuma yazma erkek adaylar icin askerlik hizmetini tamamlamis calisma arkadaslari aramaktayiz yeni teknolojileri araclari sistemleri takip etme konusunda hevesli kullanici deneyimi user experience kullanici arayuzu user interface tasarim prensiplerini bilen modern ozgun arayuzleri gelistirebilecek gorsel detaylara onem veren responsive tasarim mobil tasarim konularinda bilgili olan java gelistirici gelistirici javascript html layout tasarim uygulanmasi hakkinda buyuk bilgi birikimi tecrube javascript kitapliklari frameworks ornegin jquery hakkinda bilgi tecrube farkli gelistirme ekipleri isbirligi yaparak edinilen yazilim gelistirme projeleri tecrubeleri capraz tarayici kullanim yuzlerinin yapiminda tecrube capraz platform tarayici uyumluluk konularinda saglam anlayis akici ingilizce angular node bilgisi buyuk avantaj saglar java teknolojileri yuksek volum uygulamalari tasarlamak gelistirmek gelistirme yasam dongusunun asamalarinda katkida bulunmak temiz prensiplerine uyarak tasarlanmis test edilebilir kalite kodunu yazmak tasarimlarin teknik sartnameler musterilerin ihtiyaclari uyumlu olmasini saglamak mesleki bilgileri hizli abzorbe etme kabiliyeti becerileri gelistirme yazilim bilesenlerinin hazirlanmasini piyasaya sunulmasini hazirlama mimari incelemeler gerceklestirmek tasarim belgelerinde tarif edilen farkli turden islevsellikleri uygulamak maas araligi arasi,java uygulama gelistirme uzmani,bilisim_telekom
merkezi stanbul bulunan sube ofisimizi guclendirmek amaciyla herhangi kariyer seviyesinde olan junior middle senior lead java gelistirici ariyoruz universitelerin bilgisayar muhendisligi bilgisayar programciligi yada yazilim muhendisligi bolumlerinden mezun windows veya ortaminda kurulum gelistirme tasarim entegrasyon alanlarinda deneyimli devops muhendisleri temsilci yoneticilerin kullandigi akisi odakli uygulamalarimizin tasarimi test edilmesi yayinlamasi gozetilerek isletilmesi mesgul olan ekibimiz icin nettest otomasyon muhendisleri ariyoruz derecede ngilizce iletisim becerileri konusma okuma yazma sozlu yazili iletisim yonu guclu calismasina yatkin planlama organizasyon yonu kuvvetli problem cozme zaman yonetimi becerisine sahip erkek adaylar icin askerlik gorevi tamamlanmis adaylar aramaktayiz gibi surum denetim sistemleri tecrube teknolojilerin tecrube jenkins artifactory tecrube buyuk bilgi birikimi yillik gelistirme alaninda tecrube tasarim oruntusu hakkinda pratik bilgiler temelli gelistirme hakkinda yillik tecrube webforms teamcity octopus deploy nuget tecrube atik gelistirme ortaminda scrum kanban baslangic asamasi gelistirmede html javascript frameworks angular gibi tecrube aranmaktadir nosql veri tabanlariyla tecrube ravendbi mongodb couchbase cassandra gibi deneme suruslu gelistirme kullanarak canli proje tecrubesi iliskili araclarla yapilarak elde edinilmis arka plan yazilim gelistirmeleri metodoloji pratik bilgisi ilgili tecrube jmeter kalite merkezi araclari jira tecrube maas araligimiz arasi selenium istqb sertifikasi derecede ngilizce iletisim becerileri konusma okuma yazma,bilgisayar muhendisi,bilisim_telekom
yazilim geli uzmani genel teli kler java javascript html yazilim gelistirmede yillik deneyimi olan services apis rest services restful apis yazilim gelistirmede tecrubeli mysql postgresql gibi veritabanlariyla ayiklama donusturme yuklemede extract transform load deneyim trigger stored procedure gibi veri tabani sureclerini olusturmada gelistirmede tecrubeli json ajax standartlarinda etkilesimli yazilim gelistirmede deneyim sahibi tercihen jira bitbucket urunleri deneyimlemis sorumluluk sahibi gelisime acik tercihen cozumleri uzerinde calismalara veri analizi calismalari gelistirmeleri yapabilecek ekip pair programming calismasina yatkin iletisim becerileri kuvvetli takim odakli calisabilen literaturunu takip edebilecek duzeyde ingilizce bilen analitik dusunme problem cozme yetkinligine sahip uzaktan calisma veya ofisimizde ekibimize katilmaya arzulu yazilim gelistirme uzmani pozisyonumuza takim arkadaslari aramaktayiz lokasyon karakoy tophane,yazilim gelistirme uzmani,bilisim_telekom
universitelerin ilgili bolumlerinden bilgisayar muhendisligi elektrik elektronik muhendisligi yazilim muhendisligi yonetim bilisim sistemleri matematik istatistik mezun olan derecede ingilizce bilen dokumantasyon yonetimi konusunda deneyimli olan analitik problem cozme yetenegine sahip olan sonuc odakli calisma anlayisina sahip olan takim calismasina uyumlu olan yeni teknolojileri takip eden kendisini surekli gelistiren kocaeli ikamet eden teknik nitelikler yazilim mimari gereksinimlerinin belirlenmesi tasarim gelistirme yapinin teknolojik gelismelere uyarlanmasi konusunda tecrube sahibi olan html javascript jquery javascript ecmascript konularinda ileri derecede bilgi sahibi konusunda bilgi sahibi reactjs angularjs veya benzer javascript temelli front teknolojileri calismis node back development deneyimi olan liskisel veritabanlari oracle mysql pgsql teknolojileriyle deneyimi olan nosql value store systems mongodb redis deneyimi olan rest graphql hakkinda deneyimi olan farkli platformlarda mobil uygulama gelistirme deneyimi olan adaylar,yazilim gelistirme muhendisi,bilisim_telekom
turkiye lider bilgi teknolojileri yazilim cozumleri gelistiren koklu oncu kurulusumuz mert yazilim sayar elektroni bunyesinde istihdam edilmek uzere asagidaki niteliklere sahip delphi yazilim uzmani calisma arkadaslari aramaktayiz genel nitelikler delphi programlama dili bilgisine sahip delphi tecrubesi olan duzeyde bilgisine sahip adaylar icin askerlik ilisigi olmayan yeni teknolojileri ogrenmeye merakli arastirmaci yazilim alaninda uzun vadeli kariyer hedefi olan hizli pratik dusunme yetenegine sahip takim calismasina yatkin analitik yapiya sahip zaman planlamasinda basarili teknik dokumantasyonlari okuyup anlayabilecek derecede ngilizce bilgisine sahip bursa ilinde ikamet eden,delphi yazilim uzmani,bilisim_telekom
kadikoy kozyatagi yildir saglik sektorunde faaliyet gosteren sirketimiz marmara bolgesi icin yeni kurulacak yazilim departmanimizda gorevlendirilmek uzere tanimi masaustu yazilimimizi tabanli yazilima donusturebilecek saglik sektoru ihtiyaclari dogrultusunda yeni yazilim projelerini yazabilecek teli kler stanbul anadolu yakasinda ikamet eden universitelerin ilgili bolumlerinden mezun tabanli yazilim konusunda deneyimli aspnet core jquery ajax javascript html html bilgi tecrubesine sahip servis projeleri gelistirmis entegrasyonu yapmis tercihen android veya cihazlar icin native uygulamalar bilgisi tecrubesi olan disiplini saglayabilen sorumluluk sahibi gelisime acik calisma arkadas ariyoruz,kidemli yazilim uzmani full stack developer,bilisim_telekom
egitim hayatinin kaymagini bilgisayar muhendisligi veya ilgili bolumler okuyarak yemis menusunde yillik yazilim gelistirme tecrubesi olan yemek olarak menusunde sunabilen tercihen servicestack tadini bilen derecede ngilizce bilen ekip calismasinda tahin pekmez uyumuna sahip yazilim surecleri konusunda fikir sahibi scrum tatli olarak arastirmayi seven yaratici analitik dusunme becerisi gelismis erkek adaylar icin askerlikte yaylalar yaylalar demis sene tecilli tanimi dunyanin buyuk mutfaginda bilgi teknolojileri ekibinde alacak yemeksepeti online odeme sistemleriyle ilgili yazilim projelerinde gelistirme bakim sureclerinden sorumlu olacak kidemli yazilim gelistirme uzmani ariyoruz,kidemli yazilim gelistirme uzmani,bilisim_telekom
universitelerin bilgisayar muhendisligi bolumlerinden mezun diline hakim mssql veri tabani tecrubesi olan user control gelistirebilecek angular forms teknolojilerine hakim tercihen nopcommerce tecrubesi olan derecede ngilizce bilen analitik dusunebilen takim calismasina yatkin cozum odakli erkek adaylar icin askerlik gorevini tamamlamis veya tecilli tercihen avrupa yakasinda ikamet eden yazilim gelistirme uzmani tanimi firmamizin olan yazilim ekibine dahil olarak projelerde gelistirici olarak almak yazilim dokumantasyonu yapmak kullanici destegi vermek ekip bunyesine katilacak olan yazilimcilarin egitilmesine yardimda bulunmak,yazilim gelistirme uzmani,bilisim_telekom
ankastre urunler sektorunde faaliyette bulunan firmamizin amasya merzifon bulunan fabrikasinda calistirilmak uzere universitelerin fakulte meslek yuksekokullarinin tercihen bilgisayar programciligi bilgisayar muhendisligi bilgisayar ogretmenligi bolumlerinden mezun tercihen gelistirme bilgi teknoloji donanim alaninda deneyimine planlama organizasyon becerisine letisim yetenegi kuvvetli takim calismasina yatkin yaratici duzenli disiplinli sosyal iliskileri guclu olan merzifon ikamet edebilecek erkek adaylar icin askerlik hizmetini tamamlamis takim arkadasi aramaktayiz tanimi network altyapisinin bakimi calisabilirligini kontrol etmek revizyon gerektiginde yeni kurulumunu yapmak sunucu server bakimlarini saglamak guncellemesini yapmak entegre calisan uretim sistemi yazilimlarinin takibini yapmak istenen sekilde calismasini saglamak bilgisayar ekipmanlarinin bakimi arizalarinin giderilmesini saglamak bilgi guvenligi yonetim sistemi gereksinimlerini karsilamak uzere adaylar aranmaktadir,bilgi teknolojileri sorumlusu,bilisim_telekom
cronom nsan kaynaklari olarak danismanligini yapmakta oldugumuz ortagimiz icin teknik destek birim yoneticisi arayisindayiz universitelerin ilgili muhendislik bolumlerinden mezun alaninda minimum sene deneyim sahibi minimum sene yoneticilik tecrubesine sahip sistem donanim help desk konusunda deneyimli cloud linux veya windows sunucu sistemlerinden birinde tecrube sahibi ngilizce bilgisi seviyede olan lokasyon eskisehir,teknik destek birim yoneticisi,bilisim_telekom
firmamiz tarafindan yurutulen bankacilik finans projelerimizin altyapi ekibinde gorevlendirilmek uzere takim arkadaslari ariyoruz yazilim gelistirme tecrubesine sahip bilgisayar muhendisligi bolumunden mezun html java veya javascript dillerinde uzman webservis konularinda tecrubeli nosql veritabani teknolojileri konusunda tecrubeli nesne tabanli programlama temellerine hakim enterprise uygulama catilari tasarim prensipleri temellerine hakim yazilim gelistirme konusunda tutkulu yeni teknolojileri takip edip arastiran ogrenmeye acik tercihen buyuk olcekli uygulama gelistirme tecrubesi olan konulari hakkinda bilgi sahibi olmak takim calismasina yatkin sorumluluk sahibi etkili iletisim kurabilen erkek adaylar icin askerligini yapmis stanbul ikamet eden ngilizce bilen,yazilim muhendisi,bilisim_telekom
tanimi cinde bulundugu projelerde uygulama gelistirme uzmani olaraka mimariden tasarima uygulama gelistirmeden gerektiginde test kullanislilik analize kadar safhalarda gorev almak yazilimlarin veri uygulama sistem mimarisiyle ilgili gerekli gelistirmeleri gerceklestirmek veya yeni projelerde konularinda gelistirmek teknolojiyi yakindan takip edip yenilikleri ihtiyac cercevesinde kuruma uyarlamak icin bildirimde bulunmak uygulamalarin veri tabani kodlama performanslari konusunda surekli iyilestirme yapmak gelistirilen uygulamalardaki mimari acidan kullanilabilirlik fonksiyonellik performans esneklik yeniden kullanim anlasilirlik ekonomik teknolojik kisitlari gozlemlemek iyilestirilmeleri saglamak aranan nitelikler enterprise uygulamanin bastan sona modeli analizi veri tabani tasarimi uygulama mimari tasarim gelistirme surecinde almis uzeri tercihen faturalama urun yonetimi enterprise uygulamada oracle dili gelistirme tecrubesine sahip oracle batch islemler user defined type scheduling performans iyilestirme ugrasmis karmasik veri yapilari iceren modellerinde veri tabani modeli tasarimlari ugrasmis microsoft yazilim dillerine yazilim gelistirme ortamlarina services hakim uzeri teknolojilerini kullanarak kurumsal projelerin gelistirilmesinde aktif olarak almis verilen isin analizi modelleme teknik analiz safhalarini ustlenebilecek universitelerin muhendislik bolumlerinden mezun tercihen bilgisayar matematik elektronik muhendisligi daha once musteri iliskileri cagri merkezi yazilim gelistirme projelerinde almis olmasi tercih sebebidir,developer,bilisim_telekom
yazilim uzmani universitelerin bilgisayar elektronik yazilim muhendisligi matematik bolumlerinden mezun tercihen ngilizce bilen tercihen bilen dynamics axapta programlama dilinde yazilim gelistirme deneyimine sahip server konusunda bilgi sahibi buyuk capli calisma tecrubesi olan service sistemler arasi entegrasyon konusunda tecrubeli takim calismasina yatkin sozlu yazili iletisim kabiliyetleri yuksek surec odakli yaklasima sahip erkek adaylar icin askerlik hizmetini tamamlamis tecilli yurt disi seyahat engeli bulunmayan tanimi eroglu grubu bunyesinde gelistirilmekte olan axapta projelerinde yazilim gelistirme bakim destek sureclerinden sorumlu olmak projelerin teknik analizini implemantasyonunu yapmak yapilan isin dokumantasyonunu hazirlamak yasatmak,yazilim uzmani axapta,bilisim_telekom
simsoft simulasyon sistemleri askeri yazilimlar ciddi oyun uygulamalari ilgili projeleri gelistirmek amaciyla yilinda kurulmustur simsoft bugune kadar ulusal uluslararasi alanda sivil askeri kuruluslar tarafindan kullanilan yuzlerce simulator uretmis cesitli alanlarda gelistirdigi yazilim urunlerini uluslararasi alanda taninmis kuruluslara teslim etmistir simsoft kurulusundan itibaren surekli buyuyen basari grafigi izlemis yillari arasinda gostermis oldugu buyume sayesinde deloitte tarafindan yapilan arastirmaya gore turkiye avrupa ortadogu afrika bolgesinde teknoloji sirketinden biri olarak odullendirilmistir yilinda yine deloitte tarafindan yapilan arastirmaya gore turkiye hizli buyuyen teknoloji sirketi arasinda yerini almistir ayni icinde kazandigi aselsan yazilim tasarim kristal piksel ciddi oyun itsec dunyanin buyuk modelleme simulasyon egitim konferansi best mobile game odulleriyle yurt icinde dunyada yukselen basari grafigini surdurmustur cmmi seviye sertifikasina sahip olan simsoft simulatorler savunma havacilik sistemleri gorsel sistemler oyun simulasyon bilgi letisim teknolojileri olmak uzere grupta faaliyet gostermektedir grubun kendi uzmanlik alanlarinda ileri teknolojilere dayali hizmet urunleri bulunmaktadir simsoft merkezi ankara odtu teknokent olup ayrica bilkent cyberpark teknopark stanbul amerika florida turkmenistan askabat kuala lumpur ofisleri bagli birimleri bulunmaktadir yeni basarilara birlikte imza atacagimiz savunma sanayi projelerinde gorev almak uzere asagidaki niteliklere sahip yazilim muhendisi arayisi icerisindeyiz bilgisayar muhendisligi veya ilgili lisans programindan mezun yazilim gelistirme konusunda proje deneyimine sahip olan programlama dilinde ileri duzeyde bilgi tecrube sahibi olan gercek zamanli isletim sistemleri ilgili deneyim sahibi olan nesneye yonelik analiz tasarim gelistirme konularinda deneyimli yazilim gelistirme sureclerine hakim analitik dusunce yapisina sahip arastirmaci ruhlu kesfetmeye gelismeye acik basina problem cozme becerisine sahip inisiyatif alabilmek takim calismasina yatkin uygulama projesini hedeflenen sekilde sonuclandirabilecek sorumluluk azim yetkinlikte olan derecede ngilizce bilen erkek adaylar icin askerlik hizmetini tamamlamis olmak veya tecilli olan,yazilim muhendisi,bilisim_telekom
developer gelistirme ortamlarini kullanabilen entity framework core frameworklerini kullanmis veya oracle veri tabani programlarindan biri calismis bilgi sahibi rdbms bigdata nosql database kavramlari hakkinda bilgi sahibi back server side developer python gelistirme ortamlarini kullanabilen entity core frameworklerini kullanmis veya oracle veri tabani programlarindan biri calismis bilgi sahibi rdbms bigdata nosql database kavramlari hakkinda bilgi sahibi endustriyel haberlesme teknolojilerine merakli modbus iiot mqtt mobil windows mobile android linux developer xamarin python gelistirme ortamlarini kullanabilen core frameworklerini kullanmis rdbms bigdata nosql database kavramlari hakkinda bilgi sahibi native uygulama gelistirme toollari kullanmis olmak tercih nedenidir fakultelerin ilgili bolumlerinden mezun benzer pozisyonlarda asgari tecrubesi olan literaturu takip edebilecek seviyede ngilizce bilgisine sahip yenilikleri gelismeleri takip ederek gelisimi seven yeni teknolojilere adapte olabilen ekip calismasina yatkin bursa ikamet eden veya edebilecek erkek adaylar icin askerlik gorevini tamamlamis veya tecil belgeli tanimi firmamiz bunyesinde zlenebilirlik endustri rfid tanimlama teknolojieleri kapsaminda gelistirilen yazilim projelerinde gorev alacaktir arastirma gelistirme konulari surekli tanimlarinda bulunacaktir takim beraber cevik gelistirme metodlari kullanilarak gelistirme analiz raporlama yapilacaktir gorev yeri bursa merkez ofisimiz olacaktir,yazilim gelistirme uzmani,bilisim_telekom
